uid_org,name_org,description,org_type,website,year_founded,facebook,twitter
centro-latinoamericano-de-derechos-humanos,Centro Latinoamericano de Derechos Humanos,"Es una organización no gubernamental, apartidaria y sin fines de lucro, que trabaja en la promoción y protección de los derechos humanos en toda América Latina, buscando crear una cultura que tenga como base el respeto irrestricto por los derechos fundamentales de las personas",,www.cladh.org,2007,,
datalat,Datalat,,Otro,http://www.datalat.org,2016,,
ux,Ux,,,www.ux.co.mz,2012,,
innpactia-s-a-s,Innpactia S.A.S.,,Empresa privada (startup),www.innpactia.com,2015,,
de-olhos-nas-metas-colaborativomx,"De Olhos Nas Metas,Colaborativomx",,Organización civil sin fines de lucro (ONG),,,,
espacio-publico,Espacio Público,,Organización civil sin fines de lucro (ONG),www.espaciopublico.cl,2013,,
checkuy,Checkuy,,Organización civil sin fines de lucro (ONG),,,,
instituto-humanitas360,Instituto Humanitas360,,Organización civil sin fines de lucro (ONG),http://humanitas360.org/,2015,,
participacion-ciudadana-capitulo-dominicano-transparencia-internacional,"Participación Ciudadana, Capitulo Dominicano Transparencia Internacional",,Organización civil sin fines de lucro (ONG),http://pciudadana.org/,1993,,
codium,Codium,,Empresa privada (startup),www.codium.com.py,2014,,
ciudadano-construccion-y-articulacion-de-lo-publico-centro-de-investigaciones-y-estudios-en-antropologia-social-ciesas,Ciudadano. Construcción y Articulación de lo Público/Centro de Investigaciones y Estudios en Antropología Social (CIESAS),,,cciudadano.org.mx,2007,,
fundacion-latitudes,Fundación Latitudes,,Organización civil sin fines de lucro (ONG),WWW.hablamederespeto.org,2009,,
observatorio-mexicano-de-la-crisis,Observatorio Mexicano De La Crisis,,Organización civil sin fines de lucro (ONG),www.omec.mx,2009,,
de-la-azotea,De La Azotea,,,www.delaazotea.com,2013,,
colaborativomx,colaborativomx,,,,,,
blackbox-solutions-y-copropiedad,Blackbox Solutions Y Copropiedad,,Empresa privada (startup),www.blackboxsolutionsgt.com,2012,,
inkco-sas,Inkco Sas,,Empresa privada (no incluye startup),www.inkcoweb.com,2004,,
world-resources-institute-brasil-wri-brasil,World Resources Institute Brasil - Wri Brasil,,Organización internacional,www.wricidades.org,2014,,
presidencia-del-consejo-de-ministros,Presidencia Del Consejo De Ministros,,Gobierno,,,,
youniversys-srl,Youniversys Srl,,Empresa privada (no incluye startup),www.youniversys.com,2015,,
departamento-de-electronica-e-informatica-universidad-catolica-ntra-senora-de-la-asuncion-paraguay,"Departamento de Electrónica e Informática, Universidad Católica \""Ntra. Señora de la Asunción\"", Paraguay",,,http://dei.uc.edu.py,1987,,
la-diaria,La Diaria,Portal de periodismo,Empresa privada (no incluye startup),https://ladiaria.com.uy/,2006,https://www.facebook.com/ladiaria/,https://twitter.com/ladiaria
economia-feminista,Economía Feminista,"Es una organización que se crea con el objetivo de visibilizar la desigualdad de género a través de la difusión de datos, estadisticas y contenidos académicos.",Organización civil sin fines de lucro (ONG),http://economiafeminita.com/,2015,https://www.facebook.com/economiafeminita/,
instituto-sincronicidade-para-a-interacão-social-ispis,Instituto Sincronicidade Para A Interação Social (Ispis),,Organización civil sin fines de lucro (ONG),http://www.ispis.org.br/,2001,,
detona,Detona,,,www.detona.pe,2017,,
fundacion-pacientes-cancer-de-pulmon,Fundación Pacientes Cáncer De Pulmón,,Organización civil sin fines de lucro (ONG),,2006,,
este-pais-a-c,"Este País, A.C.",,Organización civil sin fines de lucro (ONG),http://archivo.estepais.com/site/category/archivo/,2001,,
arquitectura-expandida,Arquitectura Expandida,,Otro,,,,
demokratio,Demokratio,,Empresa privada (startup),www.demokratio.net,2016,,
parapapapp-sas,Parapapapp Sas,,Empresa privada (no incluye startup),www.parapapapp.com,2015,,
periodico-sudestada,Periodico Sudestada,,Empresa privada (no incluye startup),,,,
fundacion-ejercicio-ciudadano,Fundación Ejercicio Ciudadano,,Organización civil sin fines de lucro (ONG),www.ejerciciociudadano.org.ar,1994,,
cscr,Cscr,,Empresa privada (startup),https://www.facebook.com/JohanCSCR/,2011,,
hivos-lima-i-o,"Hivos,Lima I/O",,Organización internacional,,,,
quienmerepresenta,Quiénmerepresenta,,,,,,
mexico-informate-infodf,"Mexico Informate,Infodf",,Organización civil sin fines de lucro (ONG),,,,
chicas-poderosas-col,Chicas Poderosas Colombia,"Es una organización Internacional que busca compartir, brindar e introducir a mujeres en Latinoamérica en medios digitales y a tener herramientas de innovación en nuevos medio de comunicación. Hoy en día Chicas Poderosas cuenta con comunidades en trece países, donde continuan capacitando a embajadoras y embajadores en nuevos medios y liderazgo.",,https://chicaspoderosas.org,2013,https://www.facebook.com/chicaspoderosas.org/,https://twitter.com/poderosas_col?lang=es
direccion-de-gobierno-abierto-y-datos-abiertos,Dirección De Gobierno Abierto Y Datos Abiertos,,Gobierno,https://gobiernoabierto.cordoba.gob.ar/,2016,,
ilsb,ILSB,"Es una organización feminista que ha contribuido a crear una sociedad más justa y democrática a través del conocimiento, la innovación y la formación de liderazgos sociales con perspectiva de género.",,http://ilsb.org.mx/,,https://www.facebook.com/ILSB.AC/?hc_ref=ARROiVWM7m94bU0CoAsR2kaNNzuz9WA1-lRiOv4nxqtWZyKeWhe9mIvWfakuQngVrfE&fref=nf,https://twitter.com/ISBeauvoir
banco-mundial,Banco Mundial,,Empresa privada (startup),,,,
instituto-panameno-de-derecho-y-nuevas-tecnologias,Instituto Panameño De Derecho Y Nuevas Tecnologías,,Organización civil sin fines de lucro (ONG),www.ipandetec.org,2014,,
fundacion-para-las-buenas-practicas-de-la-internet-y-las-tecnolgias-fundabit,FUNDACIÓN PARA LAS BUENAS PRÁCTICAS DE LA INTERNET Y LAS TECNOLGÍAS - FUNDABIT,,,http://fundacionbit.org/,2016,,
sociedad-de-hecho-la-pesetera,"""Sociedad De Hecho \""La Pesetera\""",,Empresa privada (startup),www.planv.com.ec,2014,,
camara-de-comercio-de-bogota-ccb,Cámara De Comercio De Bogotá - Ccb,,Organización civil sin fines de lucro (ONG),www.ccb.co,1971,,
plan-estrategico-de-juarez,Plan Estrategico De Juarez,,Organización civil sin fines de lucro (ONG),,,,
asociacion-pro-arte,Asociación Pro Arte,,Organización civil sin fines de lucro (ONG),http://amigosdelamusicacdelu.blogspot.com.ar/,1985,,
servicios-integrales-para-el-desarrollo,Servicios Integrales Para El Desarrollo,,Organización civil sin fines de lucro (ONG),,1996,,
municipalidad-de-renca,Municipalidad De Renca,,Gobierno,http://renca.cl/,1971,,
labhacker,Labhacker,,Organización civil sin fines de lucro (ONG),http://labhacker.org.br,2008,,
servicios-e-informacion-para-el-desarrollo-economico-local-sidel,Servicios E Información Para El Desarrollo Económico Local-Sidel,,Organización civil sin fines de lucro (ONG),www.del.org.bo,2009,,
zeus-tecnologia-s-a,Zeus Tecnología S.A,,Empresa privada (no incluye startup),www.zeustecnologia.com,2002,,
direccion-de-transparencia-y-gobierno-abierto-de-la-provincia-de-jujuy,Dirección De Transparencia Y Gobierno Abierto De La Provincia De Jujuy,,Gobierno,http://www.gajujuy.gob.ar/,2016,,
fundacion-ambiente-y-recursos-naturales-farn,Fundación Ambiente Y Recursos Naturales (Farn),,Organización civil sin fines de lucro (ONG),www.farn.org.ar,1985,,
gobierno-de-minas,Gobierno De Minas,,Gobierno,,,,
avesso-sustentabilidade,Avesso Sustentabilidade,,Empresa privada (no incluye startup),www.avessosustentabilidade.com.br,2014,,
datasketch,Datasketch,,Empresa privada (startup),http://www.randommonkey.io/,2015,,
hivos,Hivos,Hivos es una organización internacional que busca soluciones innovadoras a problemas globales persistentes.,,https://latin-america.hivos.org/,1968,https://es-la.facebook.com/pg/HivosAmericaLatina/about/?ref=page_internal,https://twitter.com/HivosAmLatina
fundacion-generacion-sin-limite,Fundación Generación Sin Límite,,Organización civil sin fines de lucro (ONG),www.generacionsinlimite.com,2006,,
smart-data-services,Smart Data Services,,Empresa privada (startup),www.smartdataservices.tech,2017,,
grupo-de-estudos-sobre-cultura-representacão-e-informacão-digitais-cridi,"Grupo De Estudos Sobre Cultura, Representação E Informação Digitais - Cridi",,Otro,http://www.cridi.ici.ufba.br/,2005,,
dal,Dal,,Otro,,,,
moodstudio,Moodstudio,,Empresa privada (no incluye startup),www.moodstudio.net,2001,,
exxact-negocios-digitales-spa,Exxact Negocios Digitales Spa,,Empresa privada (no incluye startup),http://www.exxact.biz/,2014,,
mapa-ieepp,"Mapa,Ieepp",,Universidad/Instituto de investigación,,,,
code-for-the-caribbean,Code For The Caribbean,,Organización civil sin fines de lucro (ONG),,,,
instituto-soma-brasil,Instituto Soma Brasil,,Organización civil sin fines de lucro (ONG),https://www.facebook.com/institutosomabrasil,2005,,
red-ciudadana-nuestra-cordoba-asociacion-civil-nuestra-cordoba,Red Ciudadana Nuestra Córdoba – Asociación Civil Nuestra Córdoba,,Organización civil sin fines de lucro (ONG),nuestracordoba.org.ar,2009,,
centro-de-pensamiento-estrategico-internacional-cepei,Centro De Pensamiento Estratégico Internacional - Cepei,,Organización civil sin fines de lucro (ONG),www.cepei.org,2002,,
ouvidoria-geral-da-união-ministerio-da-transparencia-fiscalizacão-e-controladoria-geral-da-união-cgu,"Ouvidoria-Geral Da União / Ministério Da Transparência, Fiscalização E Controladoria-Geral Da União?-Cgu",,Gobierno,"www.cgu.gov.br,www.ouvidorias.gov.br,www.acessoainformação.gov.br",2003,,
escuela-de-datos-peru,Escuela De Datos Peru,,Organización civil sin fines de lucro (ONG),,,,
accion-colectiva,Acción Colectiva,,Organización civil sin fines de lucro (ONG),www.accioncolectiva.net,2015,,
invernaideas,Invernaideas,,Empresa privada (startup),http://invernaideas.mx/,2012,,
onu,Onu,,Organización internacional,,,,
fundacion-ciudadano-inteligente,Fundación Ciudadano Inteligente,,Organización civil sin fines de lucro (ONG),www.ciudadanointeligente.org,2009,,
incotedes,Incotedes,,Otro,,2006,,
centro-de-los-derechos-del-migrante-inc,"Centro De Los Derechos Del Migrante, Inc.",,Organización civil sin fines de lucro (ONG),www.cdmigrante.org,2005,,
instituto-metropolitano-de-profissionalizacão-arte-cultura-e-oportunidades-impacto,"Instituto Metropolitano De Profissionalização, Arte, Cultura E Oportunidades - Impacto",,Organización civil sin fines de lucro (ONG),,2011,,
simetria-centro-de-innovacion-en-politicas-publicas-a-c,"Simetría, Centro De Innovación En Políticas Públicas A.C.",,Organización civil sin fines de lucro (ONG),En construcción,2017,,
open-knowledge-international,Open Knowledge International,Es una organización internacional sin ánimo de lucro que se enfoca en abrir los datos y la información a la sociedad con ayuda de otras organizaciones  para que la sociedad pueda usar los datos como forma de tomar medidas sobre los problemas sociales que nos competen.,,https://okfn.org/,2004,https://www.facebook.com/OKFNetwork/,https://twitter.com/OKFN?lang=es
social-apps-lab-university-of-california-berkeley,"Social Apps Lab, University Of California, Berkeley",,Universidad/Instituto de investigación,http://www.socialappslab.org/,2008,,
ciudadan-s-por-la-transparencia-a-c,Ciudadan@S Por La Transparencia A.C,,Organización civil sin fines de lucro (ONG),http://www.ciudadanosporlatransparencia.org,2011,,
monoku,Monoku,Diseña y desarrolla productos tecnológicos,,https://monoku.com/,2009,https://www.facebook.com/mrmonoku/,https://twitter.com/monoku
presabis,Presabis,,Organización civil sin fines de lucro (ONG),,,,
proetica,Proetica,,,,,,
kronoscode,Kronoscode,,Empresa privada (startup),www.kronoscode.com,2015,,
mgov-brasil,Mgov Brasil,,Empresa privada (startup),http://www.mgovbrasil.com.br/,2012,,
municipalidad-de-guatemala,Municipalidad de Guatemala,,,http://www.muniguate.com/,,https://www.facebook.com/pg/muniguate/about/?ref=page_internal,https://twitter.com/muniguate
fundacion-villafranca-y-zurcher-para-la-educacion-de-la-juventud-a-traves-del-turismo,Fundación Villafranca Y Zurcher Para La Educación De La Juventud A Través Del Turismo,,Otro,,2004,,
corporacion-ruta-n,Corporación Ruta N,,Otro,www.rutanmedellin.org,2009,,
instituto-banco-da-periferia,Instituto  Banco Da Periferia,,Organización civil sin fines de lucro (ONG),http://bancodaperiferia.org.br,2014,,
slashroots,Slashroots,,Otro,,,,
tigo,Tigo,,Empresa privada (startup),,,,
univision,Univisión,Medio de comunicación de América,,https://www.univision.com/,,https://www.facebook.com/univision,https://twitter.com/Univision
capitulo-chileno-de-transparencia-internacional-chile-transparente,"Capítulo Chileno De Transparencia Internacional, Chile Transparente",,Organización civil sin fines de lucro (ONG),www.chiletransparente.cl,1998,,
nova-grupo-de-consultoria-sas,Nova Grupo De Consultoria Sas,,Empresa privada (no incluye startup),,2016,,
vendata,Vendata,,,https://vendata.org/site/,,,
manas-technology-solutions,Manas Technology Solutions,,Empresa privada (no incluye startup),manas.tech,2003,,
instituto-atlantico,Instituto Atlântico,,Organización civil sin fines de lucro (ONG),WWW.ATLANTICO.ORG.BR,1993,,
yecas,Yecas,,,www.yecas.com,2015,,
secretaria-de-planificacion-desarrollo-y-modernizacion-de-la-municipalidad-de-san-salvador-de-jujuy,"Secretaria De Planificacion, Desarrollo Y Modernizacion De La Municipalidad De San Salvador De Jujuy",,Gobierno,http://sansalvadordejujuy.gob.ar/,2014,,
asociacion-nacional-para-el-fomento-de-la-economia-del-bien-comun-en-chile,Asociación Nacional Para El Fomento De La Economia Del Bien Común En Chile,,Organización civil sin fines de lucro (ONG),http://www.economiadelbiencomun.cl,2016,,
omnibus-hacker,Omnibus Hacker,,,,,,
ndi,Instituto Nacional Demócrata,"Es una organización internacional sin fines de lucro con sede en Washington, D.C. y oficinas en cerca de 50 países, cuya misión es contribuir a promover y fortalecer la democracia.",,https://www.ndi.org/,1983,https://www.facebook.com/National.Democratic.Institute,https://twitter.com/ndi
red-infodesarrollo-nemesis,Red Infodesarrollo - Némesis,,,www.infodesarrollo.ec,2008,,
maga-systems-consulting,Maga Systems & Consulting,,Empresa privada (no incluye startup),www.maga.biz,2001,,
fundacion-hogares-iap,"Fundación Hogares, Iap",,Organización civil sin fines de lucro (ONG),www.fundacionhogares.org,2010,,
corporacion-seamos-democracia-digital,Corporación Seamos - Democracia Digital,,Organización civil sin fines de lucro (ONG),seamos.co,2016,,
gobierno-de-quito,Gobierno De Quito,,Gobierno,,,,
emude-tecnologia-em-cidades,Emude Tecnologia Em Cidades,,Empresa privada (startup),www.emude.net,2015,,
nuestra-mendoza-fundacion-nuestra-mendoza,"Nuestra Mendoza,Fundación Nuestra Mendoza",,Organización civil sin fines de lucro (ONG),www.nuestramendoza.org.ar,2009,,
mz-tecnologia,Mz Tecnologia,,Empresa privada (startup),mztecnologia.com.br,2015,,
universidad-nacional-de-rio-negro,Universidad Nacional De Rio Negro.,,Universidad/Instituto de investigación,http://www.unrn.edu.ar/,2008,,
arede,Arede,,Otro,,,,
asociacion-civil-por-la-igualdad-y-la-justicia-arg,ACIJ - Asociación Civil por la Igualdad y la Justicia,"Es una organización apartidaria, sin fines de lucro, dedicada a la defensa de los derechos de los grupos más desfavorecidos de la sociedad y el fortalecimiento de la democracia en Argentina.",Otro,https://acij.org.ar/,2002,https://www.facebook.com/ACIJ.ORG,https://twitter.com/ACIJargentina
fundacion-inhoy,Fundación Inhoy,,Organización civil sin fines de lucro (ONG),www.inhoy.org,2016,,
civitatis-consultoria-e-assessoria-educacional-ltda,Civitatis Consultoria E Assessoria Educacional Ltda,,Empresa privada (no incluye startup),www.quantica.com.br,2004,,
associacão-casa-fluminense,Associação Casa Fluminense,,Organización civil sin fines de lucro (ONG),www.casafluminense.org.br,2013,,
centro-de-desarrollo-sostenible,Centro De Desarrollo Sostenible,,Empresa privada (startup),http://www.cds.com.py/,2015,,
fundacion-paraguaya,Fundación Paraguaya,,Organización civil sin fines de lucro (ONG),http://www.fundacionparaguaya.org.py/?lang=es,1985,,
centro-de-assessoria-multiprofissional,Centro De Assessoria Multiprofissional,,Organización civil sin fines de lucro (ONG),http://camp.org.br/ e http://fazersolidario.org.br/,1983,,
instituto-floresta-tropical,Instituto Floresta Tropical,,Organización civil sin fines de lucro (ONG),http://ift.org.br/,1994,,
fluxo,Fluxo,,Empresa privada (startup),www.fluxo.net,2014,,
cuestion-publica,Cuestión Pública,Sitio web de periodismo de investigación independiente.,,https://cuestionpublica.com/,2018,https://www.facebook.com/cuestionp,https://twitter.com/cuestion_p
fundacion-nacional-para-el-desarrollo-funde,Fundación Nacional Para El Desarrollo (Funde),,Organización civil sin fines de lucro (ONG),www.funde.org,1992,,
sebuscan-sas,Sebuscan Sas,,Empresa privada (startup),www.sebuscan.co,2016,,
atrelar-s-a-dynamizeit,ATRELAR S.A. (DynamizeIT),,,www.dynamizeit.com,2009,,
fundacion-bit,Fundación Bit,,Organización civil sin fines de lucro (ONG),http://fundacionbit.org/,2016,,
cobracriada,Cobracriada,,Empresa privada (startup),,,,
nuestra-mendoza,Nuestra Mendoza,,,www.nuestramendoza.org.ar,2009,,
fundacão-darcy-ribeiro,Fundação Darcy Ribeiro,,Organización civil sin fines de lucro (ONG),www.fundar.org.br,1996,,
rokode-digital,Rokode Digital,,Empresa privada (startup),http://www.rokode.com/,2011,,
asociacion-horizonte-positivo,Asociación Horizonte Positivo,,Organización civil sin fines de lucro (ONG),https://horizontep.wixsite.com/horizontepositivo,2012,,
oneeyeant,Oneeyeant,,Empresa privada (startup),www.oneeyeant.com,2012,,
fundapi,Fundapi,,Organización civil sin fines de lucro (ONG),www.fundapi.org,2002,,
municipalidad-san-jose-del-idolo-suchitepequez-guatemala,"Municipalidad San José Del Ídolo Suchitepéquez, Guatemala",,Gobierno,,1971,,
centro-universitario-de-belo-horizonte,Centro Universitário De Belo Horizonte,,Organización civil sin fines de lucro (ONG),,2017,,
themis-genero-justica-e-direitos-humanos,"Themis Gênero, Justiça E Direitos Humanos",,Organización civil sin fines de lucro (ONG),www.themis@themis.org.br,1993,,
mingarã-asociacion-para-el-desarrollo-sustentable,Mingarã. Asociación Para El Desarrollo Sustentable,,Organización civil sin fines de lucro (ONG),www.ongmingara.org,1999,,
asociacion-civil-japiqay-memoria-y-ciudadana,"Asociación Civil Japiqay, Memoria y Ciudadana",,,www.japiqay.org (En desarrollo),2016,,
atix-labs-srl,Atix Labs Srl,,Empresa privada (startup),www.atixlabs.com,2013,,
olabi,Olabi,,,,,,
corporacion-cientificas-de-datos,Corporación Científicas De Datos,,Organización civil sin fines de lucro (ONG),www.cientificasdedatos.com,2016,,
instituto-de-politicas-para-el-transporte-y-el-desarrollo-itdp,Instituto De Políticas Para El Transporte Y El Desarrollo (Itdp),,Organización civil sin fines de lucro (ONG),mexico.itdp.org,2006,,
escuela-de-datos,Escuela de Datos,"Es una organización que tiene como objetivo capacitar, enseñar y empoderar a organizaciones civiles, periodistas y ciudadanos para que sean capaces de usar los datos de manera efectiva y eficiente.",,https://es.schoolofdata.org/,2013,https://www.facebook.com/EscuelaDeDatos/,https://twitter.com/EscuelaDeDatos?lang=es
asociacion-nacional-de-directores-de-bibliotecas-redes-y-servicios-de-informacion-del-sector-academico-universitario-y-de-investigacion-anabisai,"Asociación Nacional De Directores De Bibliotecas, Redes Y Servicios De Información Del Sector Académico, Universitario Y De Investigación (Anabisai)",,Organización civil sin fines de lucro (ONG),anabisai.org.ve,1995,,
movilizatorio,Movilizatorio,Son un laboratorio de participación ciudadana para Colombia y Latinoamérica,Empresa privada (startup),https://www.movilizatorio.org/,2015,https://www.facebook.com/Movilizatorio/,https://twitter.com/Movilizatorio
muove-brasil,Muove Brasil,,Empresa privada (startup),www.muovebrasil.com,2015,,
movimiento-civico-nacional,Movimiento Cívico Nacional,,Organización civil sin fines de lucro (ONG),http://mcn.org.gt/,2009,,
fundacion-medialab-quito,Fundación Medialab Quito,,Organización civil sin fines de lucro (ONG),www.medialabuio.org,2015,,
centro-de-justicia-y-paz-cepaz,Centro De Justicia Y Paz - Cepaz,,Organización civil sin fines de lucro (ONG),www.cepaz.org.ve,2014,,
rosario-mobile-apps,Rosario Mobile Apps,,Organización civil sin fines de lucro (ONG),http://rosariomobileapps.com,2014,,
receita-federal,Receita Federal,,Empresa privada (startup),,2016,,
estudio-manati-s-a,Estudio Manatí S.A.,,Empresa privada (no incluye startup),www.estudiomanati.com,2011,,
centro-de-participacion-y-ciudadania-ciudadanos-al-dia-ciudadanos-al-dia,"Centro De Participación Y Ciudadanía - Ciudadanos Al Día,Ciudadanos Al Día",,Organización civil sin fines de lucro (ONG),www.ciudadanosaldia.org,2002,,
fundacion-ciudadania-y-desarrollo,Fundación Ciudadania Y Desarrollo,,Organización civil sin fines de lucro (ONG),http://www.ciudadaniaydesarrollo.org/,2009,,
corporacion-cobeii,Corporación Cobeii,,Organización civil sin fines de lucro (ONG),www.cobeii.com,2000,,
eixo-publico-consultoria-junior,Eixo Público - Consultoria Júnior,,Universidad/Instituto de investigación,https://www.facebook.com/EIXOPUBLICO/,2016,,
asociacion-chilena-de-proteccion-de-la-familia-aprofa,Asociación Chilena De Protección De La Familia - Aprofa,,Organización civil sin fines de lucro (ONG),www.aprofa.cl,1971,,
periodista-virtual,Periodista Virtual,,Otro,,,,
transparencia-brasil,Transparência Brasil,,Organización civil sin fines de lucro (ONG),transparencia.org.br,2000,,
ciudadania-inteligente,Ciudadanía Inteligente,"Fortalece la democracia y reduce la desigualdad en América Latina, promoviendo la transparencia y la participación ciudadana a través del uso innovador de las tecnologías de la información.",Organización civil sin fines de lucro (ONG),https://ciudadaniai.org/,,https://www.facebook.com/ciudadanointeligente,https://twitter.com/ciudadanoi
run-run-es,Run Run Es,Medio de comunicación de Venezuela,,http://runrun.es/,,https://www.facebook.com/Runrunes,https://twitter.com/runrunesweb
central-del-movimiento-de-trabajadores-costarricenses-cmtc,Central Del Movimiento De Trabajadores Costarricenses -Cmtc-,,Organización civil sin fines de lucro (ONG),,1971,,
direccion-general-de-informatica-de-la-municipalidad-de-rosario,Dirección General De Informática De La Municipalidad De Rosario,,Gobierno,www.rosario.gob.ar,1971,,
fundacion-nuevas-contingencias-sociales,Fundación Nuevas Contingencias Sociales,,,http://www.fundacionncs.org,2016,,
cooperativa-de-trabajo-tecnomatica-limitada,Cooperativa De Trabajo Tecnomática Limitada,,Empresa privada (no incluye startup),http://www.tecnomati.co,2012,,
plaza-publica,Plaza Pública,,Universidad/Instituto de investigación,www.plazapublica.com.gt,2011,,
unidad-investigacion-periodistica,Unidad de Investigación Periodística,Es una apuesta del programa de Comunicación Social y Periodismo de la Institución Universitaria Politécnico Grancolombiano por realizar trabajos periodísticos,,https://unidadperiodistica.poligran.edu.co/,2015,https://www.facebook.com/guerrayescuela/,https://twitter.com/Guerrayescuela
comunidad-huerta,Comunidad Huerta,,Empresa privada (startup),www.comunidadhuerta.com,2016,,
open-knowledge-brasil,Open Knowledge Brasil,,,http://br.okfn.org/,2013,,
transparencia-por-colombia,Transparencia por Colombia,Cápitulo nacional de Transparencia Internacional.,Organización civil sin fines de lucro (ONG),http://transparenciacolombia.org.co/,1998,,
instituto-cordial,Instituto Cordial,,Empresa privada (startup),www.institutocordial.com.br,2016,,
municipio-de-yopal,Municipio De Yopal,,Gobierno,www.yopal-casanare.gov.co,1971,,
instituto-cidade-democra-tica,Instituto Cidade Democra´Tica,,Organización civil sin fines de lucro (ONG),http://instituto.cidadedemocratica.org.br/,2008,,
fundacion-por-una-carrera,Fundación Por Una Carrera,,Organización civil sin fines de lucro (ONG),http://www.porunacarrera.cl/,2008,,
corporacion-programa-de-desarrollo-para-la-paz,Corporación Programa De Desarrollo Para La Paz,,Organización civil sin fines de lucro (ONG),http://pdpmagdalenacentro.org/,2005,,
ciudadanos-al-dia,Ciudadanos al Día,,,www.ciudadanosaldia.org,2002,,
centro-de-educacão-e-assessoria-popular-mauriti-ce,Centro De Educação E Assessoria Popular Mauriti-Ce,,Organización civil sin fines de lucro (ONG),https://www.facebook.com/cedap.mauriti.3,2017,,
hack-hackers-asuncion,Hack Hackers Asuncion,,Otro,,,,
reporter-brasil,Repórter Brasil,"Busca identificar y hacer públicas situaciones que lesionen derechos laborales y causan daños socioambientales en Brasil para la movilización de líderes sociales, políticos y económicos para la construcción de una sociedad de respeto a los derechos humanos, más justa, igualitaria y democrática.",Organización civil sin fines de lucro (ONG),http://reporterbrasil.org.br/,2001,https://www.facebook.com/ONGReporterBrasil,https://twitter.com/reporterb/
enredo,Enredo,,,,,,
icij,International Consortium of Investigative Journalists,"ICIJ is a unique organization. A U.S.-based nonprofit, we are both a small, resourceful newsroom with our own reporting team, as well as a global network of reporters and media organizations who work together to investigate the most important stories in the world.",,https://www.icij.org/about/,1997,,https://twitter.com/icijorg?lang=es
fundacion-tres-cocos,Fundación Tres Cocos,,Organización civil sin fines de lucro (ONG),www.lostrescocos.com,2017,,
nucleo-digital-nucleo-digital,"Núcleo Digital,Nucleo Digital",,Empresa privada (no incluye startup),http://www.nucleodigital.cc,,,
instituto-nossa-ilheus,Instituto Nossa Ilhéus,,Organización civil sin fines de lucro (ONG),http://nossailheus.org.br,2012,,
fundacion-costa-rica-para-la-innovacion,Fundación Costa Rica Para La Innovación,,Organización internacional,http://funcostarica.org/,2015,,
uienmerepresenta,¿QuiénMeRepresenta?,,,http://www.quienmerepresenta.com/,2015,,
fundacion-accion-cultural-loyola-aclo,Fundación Acción Cultural Loyola (Aclo),,Organización civil sin fines de lucro (ONG),www.aclo.org.bo,1971,,
rutas-del-conflicto,Rutas del Conflicto,"Facilitan el acceso a información, organizada y confiable, sobre el conflicto armado en Colombia.",,http://rutasdelconflicto.com/,2014,https://www.facebook.com/rutasdc,https://twitter.com/RutasConflicto
borde-politico-a-c,Borde Político A.C.,,Organización civil sin fines de lucro (ONG),incorruptible.mx,2016,,
facultad-de-comunicaciones-de-la-universidad-pontifica-de-chile,Facultad De Comunicaciones De La Universidad Pontifica De Chile,,Universidad/Instituto de investigación,,,,
jovenes-contra-la-violencia-centroamerica,Jóvenes Contra La Violencia/Centroamérica,,Organización civil sin fines de lucro (ONG),www.jovenescontralaviolencia.org,2009,,
ctrl-s-a,CTRL S.A.,,,www.ctrl.com.ar,2016,,
hacks-hackers-mysociety,"Hacks Hackers,Mysociety",,,,,,
directorio-legislativo,Directorio Legislativo,,Otro,www.directoriolegislativo.org,2010,,
avina,Avina Americas,,Otro,http://www.avina.net/avina/,2008,,
fundacion-democracia-y-desarrollo,Fundación Democracia Y Desarrollo,,Organización civil sin fines de lucro (ONG),www.fdd.cl,2006,,
la-voz-de-guanacaste,La Voz De Guanacaste,,Otro,http://www.vozdeguanacaste.com/es/acerca-de-nosotros,2002,,
instituto-update,Instituto Update,"Es un laboratorio de comprensión, difusión y promoción, de intercambio entre actores del campo, en busca de una América Latina más democrática, con prácticas políticas renovadas y más participativas, organizaciones e individuos más actuantes, para la construcción de sociedades menos desiguales, más justas y más inclusivas.",,https://www.institutoupdate.org.br/about,,,https://twitter.com/update_politics
foro-de-periodismo-argentino,Foro de Periodismo Argentino,"Espacio de reflexión, diálogo y promoción de la calidad del periodismo, creado por un grupo de profesionales de medios de comunicación y docentes.",,http://www.fopea.org/,2002,https://www.facebook.com/fopea,https://twitter.com/fopea
hacklab-servicos-de-tecnologia-ltda,Hacklab Serviços de Tecnologia LTDA.,,Empresa privada (no incluye startup),https://hacklab.com.br,2009,,
fgv-gdhee-grupo-de-pesquisa-aplicada-em-direitos-humanos-e-empresas-da-fundacão-getulio-vargas,Fgv.Gdhee - Grupo De Pesquisa Aplicada Em Direitos Humanos E Empresas Da Fundação Getulio Vargas,,Universidad/Instituto de investigación,http://portal.fgv.br,2013,,
random-monkey-sas,Random Monkey SAS,,,http://randommonkey.io,2015,,
animal-s-de-r-l-de-c-v,Animal S. De R.L. De C.V,,Otro,http://www.animalpolitico.com/,2010,,
instituto-veredas,Instituto Veredas,,Organización civil sin fines de lucro (ONG),,2016,,
cocreamos-s-a-s,Cocreamos S.A.S.,,Empresa privada (startup),http://cocreamos.com/,2015,,
