uid_proj,uid,name
noosfero-plataforma-web-livre-para-a-criacão-de-redes-sociais-autonomas-e-participacão-civica,participación-ciudadana,Participación ciudadana
noosfero-plataforma-web-livre-para-a-criacão-de-redes-sociais-autonomas-e-participacão-civica,uso-de-datos-abiertos,Uso de datos abiertos
consolidacion-del-portal-para-informantes-de-denuncias-anonimas-filtraciones-digitales-en-mexico-y-su-escalamiento-a-colombia-costa-rica-y-uruguay,participación-ciudadana,Participación ciudadana
consolidacion-del-portal-para-informantes-de-denuncias-anonimas-filtraciones-digitales-en-mexico-y-su-escalamiento-a-colombia-costa-rica-y-uruguay,periodismo-de-datos,Periodismo de datos
gagpol-colombia,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
gagpol-colombia,mapeo-ciudadano,Mapeo ciudadano
gagpol-colombia,participación-ciudadana,Participación ciudadana
gagpol-colombia,uso-de-datos-abiertos,Uso de datos abiertos
ferramenta-de-avaliacão-de-mandatos-parlamentares-famp,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
ferramenta-de-avaliacão-de-mandatos-parlamentares-famp,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ferramenta-de-avaliacão-de-mandatos-parlamentares-famp,participación-ciudadana,Participación ciudadana
banca-etica-latinoamerica,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
banca-etica-latinoamerica,participación-ciudadana,Participación ciudadana
portal-web-contraloria-ciudadana-puebla-para-la-denuncia,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
portal-web-contraloria-ciudadana-puebla-para-la-denuncia,mapeo-ciudadano,Mapeo ciudadano
portal-web-contraloria-ciudadana-puebla-para-la-denuncia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
portal-web-contraloria-ciudadana-puebla-para-la-denuncia,participación-ciudadana,Participación ciudadana
portal-web-contraloria-ciudadana-puebla-para-la-denuncia,uso-de-datos-abiertos,Uso de datos abiertos
wheels,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
wheels,mapeo-ciudadano,Mapeo ciudadano
wheels,participación-ciudadana,Participación ciudadana
wheels,uso-de-datos-abiertos,Uso de datos abiertos
wheels,periodismo-de-datos,Periodismo de datos
tecnologia-social,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
tecnologia-social,mapeo-ciudadano,Mapeo ciudadano
tecnologia-social,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
tecnologia-social,participación-ciudadana,Participación ciudadana
tecnologia-social,uso-de-datos-abiertos,Uso de datos abiertos
sebuscan,participación-ciudadana,Participación ciudadana
sebuscan,uso-de-datos-abiertos,Uso de datos abiertos
sebuscan,periodismo-de-datos,Periodismo de datos
informacion-y-datos-para-combatir-la-violencia-contra-la-mujer-en-brasil,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
informacion-y-datos-para-combatir-la-violencia-contra-la-mujer-en-brasil,uso-de-datos-abiertos,Uso de datos abiertos
informacion-y-datos-para-combatir-la-violencia-contra-la-mujer-en-brasil,periodismo-de-datos,Periodismo de datos
incentivo-a-cultura-digital,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
incentivo-a-cultura-digital,mapeo-ciudadano,Mapeo ciudadano
incentivo-a-cultura-digital,participación-ciudadana,Participación ciudadana
yecas,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
yecas,mapeo-ciudadano,Mapeo ciudadano
yecas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
yecas,participación-ciudadana,Participación ciudadana
cazavampiros,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
cazavampiros,participación-ciudadana,Participación ciudadana
monitor-de-metas,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
monitor-de-metas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
monitor-de-metas,participación-ciudadana,Participación ciudadana
monitor-de-metas,uso-de-datos-abiertos,Uso de datos abiertos
primera-unidad-latinoamericana-de-periodismo-de-datos,periodismo-de-datos,Periodismo de datos
os-conoces-mapeando-el-poder,mapeo-ciudadano,Mapeo ciudadano
os-conoces-mapeando-el-poder,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
os-conoces-mapeando-el-poder,participación-ciudadana,Participación ciudadana
os-conoces-mapeando-el-poder,uso-de-datos-abiertos,Uso de datos abiertos
os-conoces-mapeando-el-poder,periodismo-de-datos,Periodismo de datos
conectados-tecnologia-civica-para-el-acceso-de-los-servicios-de-salud-y-ejercicio-de-los-derechos-sexuales-y-derechos-reproductivos-de-adolescentes-y-jovenes,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
conectados-tecnologia-civica-para-el-acceso-de-los-servicios-de-salud-y-ejercicio-de-los-derechos-sexuales-y-derechos-reproductivos-de-adolescentes-y-jovenes,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
conectados-tecnologia-civica-para-el-acceso-de-los-servicios-de-salud-y-ejercicio-de-los-derechos-sexuales-y-derechos-reproductivos-de-adolescentes-y-jovenes,participación-ciudadana,Participación ciudadana
tannder-educacion-virtual-al-alcance-de-todos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
tannder-educacion-virtual-al-alcance-de-todos,participación-ciudadana,Participación ciudadana
intercambio-de-confianza,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
intercambio-de-confianza,mapeo-ciudadano,Mapeo ciudadano
intercambio-de-confianza,participación-ciudadana,Participación ciudadana
ciudatos-te-acerca-a-tu-ciudad,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ciudatos-te-acerca-a-tu-ciudad,participación-ciudadana,Participación ciudadana
ciudatos-te-acerca-a-tu-ciudad,uso-de-datos-abiertos,Uso de datos abiertos
ciudatos-te-acerca-a-tu-ciudad,periodismo-de-datos,Periodismo de datos
co-creamos-plataforma-de-co-creacion-digital-junto-a-escuelas-sector-publico-y-sociedad-civil,mapeo-ciudadano,Mapeo ciudadano
co-creamos-plataforma-de-co-creacion-digital-junto-a-escuelas-sector-publico-y-sociedad-civil,participación-ciudadana,Participación ciudadana
co-creamos-plataforma-de-co-creacion-digital-junto-a-escuelas-sector-publico-y-sociedad-civil,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-fazer-solidario-conectando-praticas-economicas-alternativas,mapeo-ciudadano,Mapeo ciudadano
plataforma-fazer-solidario-conectando-praticas-economicas-alternativas,participación-ciudadana,Participación ciudadana
plataforma-fazer-solidario-conectando-praticas-economicas-alternativas,uso-de-datos-abiertos,Uso de datos abiertos
urbem-urbem-digital,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
urbem-urbem-digital,participación-ciudadana,Participación ciudadana
urbem-urbem-digital,uso-de-datos-abiertos,Uso de datos abiertos
hackeando-la-corrupcion-con-voz-ciudadana,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
hackeando-la-corrupcion-con-voz-ciudadana,mapeo-ciudadano,Mapeo ciudadano
hackeando-la-corrupcion-con-voz-ciudadana,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
hackeando-la-corrupcion-con-voz-ciudadana,participación-ciudadana,Participación ciudadana
hackeando-la-corrupcion-con-voz-ciudadana,uso-de-datos-abiertos,Uso de datos abiertos
iniciativa-educacão-aberta-brasil,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
iniciativa-educacão-aberta-brasil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
iniciativa-educacão-aberta-brasil,participación-ciudadana,Participación ciudadana
iniciativa-educacão-aberta-brasil,uso-de-datos-abiertos,Uso de datos abiertos
hecha-la-ley,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
hecha-la-ley,periodismo-de-datos,Periodismo de datos
herramientas-para-el-uso-del-open-contracting-data-standard-y-combatirla-captura-del-estado-desde-sociedad-civil,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
herramientas-para-el-uso-del-open-contracting-data-standard-y-combatirla-captura-del-estado-desde-sociedad-civil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
herramientas-para-el-uso-del-open-contracting-data-standard-y-combatirla-captura-del-estado-desde-sociedad-civil,participación-ciudadana,Participación ciudadana
herramientas-para-el-uso-del-open-contracting-data-standard-y-combatirla-captura-del-estado-desde-sociedad-civil,uso-de-datos-abiertos,Uso de datos abiertos
herramientas-para-el-uso-del-open-contracting-data-standard-y-combatirla-captura-del-estado-desde-sociedad-civil,periodismo-de-datos,Periodismo de datos
plataforma-brasil-compra-cidadão-fiscaliza,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-brasil-compra-cidadão-fiscaliza,mapeo-ciudadano,Mapeo ciudadano
plataforma-brasil-compra-cidadão-fiscaliza,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-brasil-compra-cidadão-fiscaliza,participación-ciudadana,Participación ciudadana
plataforma-brasil-compra-cidadão-fiscaliza,uso-de-datos-abiertos,Uso de datos abiertos
alerta-de-enchentes-na-amazonia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
alerta-de-enchentes-na-amazonia,uso-de-datos-abiertos,Uso de datos abiertos
alerta-de-enchentes-na-amazonia,periodismo-de-datos,Periodismo de datos
analise-da-governanca-de-ti-em-orgãos-publicos-identificacão-dos-indices-de-alinhamento-por-orgão-a-partir-de-uma-plataforma-mobile,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
analise-da-governanca-de-ti-em-orgãos-publicos-identificacão-dos-indices-de-alinhamento-por-orgão-a-partir-de-uma-plataforma-mobile,mapeo-ciudadano,Mapeo ciudadano
analise-da-governanca-de-ti-em-orgãos-publicos-identificacão-dos-indices-de-alinhamento-por-orgão-a-partir-de-uma-plataforma-mobile,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
analise-da-governanca-de-ti-em-orgãos-publicos-identificacão-dos-indices-de-alinhamento-por-orgão-a-partir-de-uma-plataforma-mobile,participación-ciudadana,Participación ciudadana
analise-da-governanca-de-ti-em-orgãos-publicos-identificacão-dos-indices-de-alinhamento-por-orgão-a-partir-de-uma-plataforma-mobile,uso-de-datos-abiertos,Uso de datos abiertos
visualizacion-de-los-resultados-del-semaforo-de-eliminacion-de-pobreza,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
visualizacion-de-los-resultados-del-semaforo-de-eliminacion-de-pobreza,mapeo-ciudadano,Mapeo ciudadano
visualizacion-de-los-resultados-del-semaforo-de-eliminacion-de-pobreza,participación-ciudadana,Participación ciudadana
visualizacion-de-los-resultados-del-semaforo-de-eliminacion-de-pobreza,uso-de-datos-abiertos,Uso de datos abiertos
visualizacion-de-los-resultados-del-semaforo-de-eliminacion-de-pobreza,periodismo-de-datos,Periodismo de datos
contratados-org,mapeo-ciudadano,Mapeo ciudadano
curso-abierto-de-internet-para-acelerar-el-cambio-social-en-america-latina,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
curso-abierto-de-internet-para-acelerar-el-cambio-social-en-america-latina,mapeo-ciudadano,Mapeo ciudadano
curso-abierto-de-internet-para-acelerar-el-cambio-social-en-america-latina,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
curso-abierto-de-internet-para-acelerar-el-cambio-social-en-america-latina,participación-ciudadana,Participación ciudadana
curso-abierto-de-internet-para-acelerar-el-cambio-social-en-america-latina,uso-de-datos-abiertos,Uso de datos abiertos
proposta-metodologica-para-a-interpretacão-automatizada-geoespacial-da-questão-do-urbano-e-rural-no-brasil,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
proposta-metodologica-para-a-interpretacão-automatizada-geoespacial-da-questão-do-urbano-e-rural-no-brasil,mapeo-ciudadano,Mapeo ciudadano
proposta-metodologica-para-a-interpretacão-automatizada-geoespacial-da-questão-do-urbano-e-rural-no-brasil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
proposta-metodologica-para-a-interpretacão-automatizada-geoespacial-da-questão-do-urbano-e-rural-no-brasil,participación-ciudadana,Participación ciudadana
proposta-metodologica-para-a-interpretacão-automatizada-geoespacial-da-questão-do-urbano-e-rural-no-brasil,uso-de-datos-abiertos,Uso de datos abiertos
iniciativa-de-innovacion-tecnologica-para-la-participacion-ciudadana-en-el-monitoreo-fiscalizacion-e-incidencia-en-el-congreso-nacional,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
iniciativa-de-innovacion-tecnologica-para-la-participacion-ciudadana-en-el-monitoreo-fiscalizacion-e-incidencia-en-el-congreso-nacional,participación-ciudadana,Participación ciudadana
iniciativa-de-innovacion-tecnologica-para-la-participacion-ciudadana-en-el-monitoreo-fiscalizacion-e-incidencia-en-el-congreso-nacional,uso-de-datos-abiertos,Uso de datos abiertos
fresconsciente,participación-ciudadana,Participación ciudadana
tecnologia-civica-para-mejorar-la-movilidad-de-manera-participativa,mapeo-ciudadano,Mapeo ciudadano
tecnologia-civica-para-mejorar-la-movilidad-de-manera-participativa,participación-ciudadana,Participación ciudadana
tecnologia-civica-para-mejorar-la-movilidad-de-manera-participativa,uso-de-datos-abiertos,Uso de datos abiertos
fact-check-para-projetos-de-lei-e-politicas-publicas-informados-por-evidencias,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fact-check-para-projetos-de-lei-e-politicas-publicas-informados-por-evidencias,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fact-check-para-projetos-de-lei-e-politicas-publicas-informados-por-evidencias,participación-ciudadana,Participación ciudadana
politeia-y-control-social,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
politeia-y-control-social,mapeo-ciudadano,Mapeo ciudadano
politeia-y-control-social,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
politeia-y-control-social,participación-ciudadana,Participación ciudadana
politeia-y-control-social,uso-de-datos-abiertos,Uso de datos abiertos
paz-en-construccion,mapeo-ciudadano,Mapeo ciudadano
paz-en-construccion,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
paz-en-construccion,participación-ciudadana,Participación ciudadana
red-pais-una-plataforma-para-articular-el-progreso-social,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
red-pais-una-plataforma-para-articular-el-progreso-social,mapeo-ciudadano,Mapeo ciudadano
red-pais-una-plataforma-para-articular-el-progreso-social,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
red-pais-una-plataforma-para-articular-el-progreso-social,participación-ciudadana,Participación ciudadana
red-pais-una-plataforma-para-articular-el-progreso-social,uso-de-datos-abiertos,Uso de datos abiertos
fundacion-la-network,mapeo-ciudadano,Mapeo ciudadano
fundacion-la-network,participación-ciudadana,Participación ciudadana
fundacion-la-network,uso-de-datos-abiertos,Uso de datos abiertos
fundacion-la-network,periodismo-de-datos,Periodismo de datos
entre-vecinos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
entre-vecinos,mapeo-ciudadano,Mapeo ciudadano
entre-vecinos,participación-ciudadana,Participación ciudadana
entre-vecinos,uso-de-datos-abiertos,Uso de datos abiertos
desarrollo-de-una-aplicacion-digital-para-integrar-a-sectores-sociales-excluidos-del-mercado-laboral,mapeo-ciudadano,Mapeo ciudadano
desarrollo-de-una-aplicacion-digital-para-integrar-a-sectores-sociales-excluidos-del-mercado-laboral,participación-ciudadana,Participación ciudadana
la-caza-legislativa,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
la-caza-legislativa,mapeo-ciudadano,Mapeo ciudadano
la-caza-legislativa,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
la-caza-legislativa,participación-ciudadana,Participación ciudadana
la-caza-legislativa,uso-de-datos-abiertos,Uso de datos abiertos
la-caza-legislativa,periodismo-de-datos,Periodismo de datos
portales-para-el-ciudadano,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
portales-para-el-ciudadano,participación-ciudadana,Participación ciudadana
portales-para-el-ciudadano,uso-de-datos-abiertos,Uso de datos abiertos
portales-para-el-ciudadano,periodismo-de-datos,Periodismo de datos
atisbando-el-bus,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
atisbando-el-bus,mapeo-ciudadano,Mapeo ciudadano
atisbando-el-bus,participación-ciudadana,Participación ciudadana
atisbando-el-bus,uso-de-datos-abiertos,Uso de datos abiertos
espantacacos,mapeo-ciudadano,Mapeo ciudadano
espantacacos,participación-ciudadana,Participación ciudadana
espantacacos,uso-de-datos-abiertos,Uso de datos abiertos
labtam-plataforma-de-innovacion-publica-para-ciudades-en-latinoamerica,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
labtam-plataforma-de-innovacion-publica-para-ciudades-en-latinoamerica,participación-ciudadana,Participación ciudadana
labtam-plataforma-de-innovacion-publica-para-ciudades-en-latinoamerica,uso-de-datos-abiertos,Uso de datos abiertos
textool-acceso-y-comprension-efectiva-de-textos-sociales,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
textool-acceso-y-comprension-efectiva-de-textos-sociales,participación-ciudadana,Participación ciudadana
textool-acceso-y-comprension-efectiva-de-textos-sociales,uso-de-datos-abiertos,Uso de datos abiertos
textool-acceso-y-comprension-efectiva-de-textos-sociales,periodismo-de-datos,Periodismo de datos
desenvolvimiento-de-tecnologia-verde-d,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
desenvolvimiento-de-tecnologia-verde-d,mapeo-ciudadano,Mapeo ciudadano
desenvolvimiento-de-tecnologia-verde-d,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
desenvolvimiento-de-tecnologia-verde-d,participación-ciudadana,Participación ciudadana
desenvolvimiento-de-tecnologia-verde-d,periodismo-de-datos,Periodismo de datos
plataforma-digital-de-empoderamento-de-favelas-pela-informacão-e-auto-organizacão,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-digital-de-empoderamento-de-favelas-pela-informacão-e-auto-organizacão,mapeo-ciudadano,Mapeo ciudadano
plataforma-digital-de-empoderamento-de-favelas-pela-informacão-e-auto-organizacão,participación-ciudadana,Participación ciudadana
plataforma-digital-de-empoderamento-de-favelas-pela-informacão-e-auto-organizacão,uso-de-datos-abiertos,Uso de datos abiertos
inteligencia-artificial-contra-la-corrupcion,mapeo-ciudadano,Mapeo ciudadano
inteligencia-artificial-contra-la-corrupcion,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
inteligencia-artificial-contra-la-corrupcion,participación-ciudadana,Participación ciudadana
inteligencia-artificial-contra-la-corrupcion,uso-de-datos-abiertos,Uso de datos abiertos
inteligencia-artificial-contra-la-corrupcion,periodismo-de-datos,Periodismo de datos
red-de-activistas-ciudadanos-por-los-derechos-humanos-activismo-digital,participación-ciudadana,Participación ciudadana
proyecto-de-integracion-comunitaria,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
proyecto-de-integracion-comunitaria,participación-ciudadana,Participación ciudadana
proyecto-de-integracion-comunitaria,uso-de-datos-abiertos,Uso de datos abiertos
programa-de-convivencias-digitales,mapeo-ciudadano,Mapeo ciudadano
programa-de-convivencias-digitales,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
programa-de-convivencias-digitales,participación-ciudadana,Participación ciudadana
socialab-pia-plataforma-de-innovacion-abierta,mapeo-ciudadano,Mapeo ciudadano
socialab-pia-plataforma-de-innovacion-abierta,participación-ciudadana,Participación ciudadana
cuidando-e-monitorando-a-cidade,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
cuidando-e-monitorando-a-cidade,mapeo-ciudadano,Mapeo ciudadano
cuidando-e-monitorando-a-cidade,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
cuidando-e-monitorando-a-cidade,participación-ciudadana,Participación ciudadana
cuidando-e-monitorando-a-cidade,uso-de-datos-abiertos,Uso de datos abiertos
sagui-sistema-de-escucha-monitoreo-y-alerta-sobre-riesgos-y-impactos-de-grandes-emprendimientos-en-los-derechos-de-las-comunidades-locales,mapeo-ciudadano,Mapeo ciudadano
sagui-sistema-de-escucha-monitoreo-y-alerta-sobre-riesgos-y-impactos-de-grandes-emprendimientos-en-los-derechos-de-las-comunidades-locales,participación-ciudadana,Participación ciudadana
sagui-sistema-de-escucha-monitoreo-y-alerta-sobre-riesgos-y-impactos-de-grandes-emprendimientos-en-los-derechos-de-las-comunidades-locales,uso-de-datos-abiertos,Uso de datos abiertos
bondiarapp,mapeo-ciudadano,Mapeo ciudadano
bondiarapp,participación-ciudadana,Participación ciudadana
bondiarapp,uso-de-datos-abiertos,Uso de datos abiertos
bondiarapp,periodismo-de-datos,Periodismo de datos
plataforma-iab-sp,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-iab-sp,mapeo-ciudadano,Mapeo ciudadano
plataforma-iab-sp,participación-ciudadana,Participación ciudadana
plataforma-iab-sp,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-iab-sp,periodismo-de-datos,Periodismo de datos
mexico-checa,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mexico-checa,uso-de-datos-abiertos,Uso de datos abiertos
mexico-checa,periodismo-de-datos,Periodismo de datos
chatbot-civico-para-el-fortalecimiento-de-la-gestion-de-denuncias-ciudadanas-en-la-municipalidad-de-quetzaltenango,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
chatbot-civico-para-el-fortalecimiento-de-la-gestion-de-denuncias-ciudadanas-en-la-municipalidad-de-quetzaltenango,mapeo-ciudadano,Mapeo ciudadano
chatbot-civico-para-el-fortalecimiento-de-la-gestion-de-denuncias-ciudadanas-en-la-municipalidad-de-quetzaltenango,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
chatbot-civico-para-el-fortalecimiento-de-la-gestion-de-denuncias-ciudadanas-en-la-municipalidad-de-quetzaltenango,participación-ciudadana,Participación ciudadana
micongreso,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
micongreso,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
micongreso,participación-ciudadana,Participación ciudadana
micongreso,uso-de-datos-abiertos,Uso de datos abiertos
micongreso,periodismo-de-datos,Periodismo de datos
plataforma-democracia-digital,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-democracia-digital,participación-ciudadana,Participación ciudadana
monitoramento-de-dados-ambientais-para-analise-de-risco,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
monitoramento-de-dados-ambientais-para-analise-de-risco,mapeo-ciudadano,Mapeo ciudadano
monitoramento-de-dados-ambientais-para-analise-de-risco,participación-ciudadana,Participación ciudadana
monitoramento-de-dados-ambientais-para-analise-de-risco,uso-de-datos-abiertos,Uso de datos abiertos
monitoramento-de-dados-ambientais-para-analise-de-risco,periodismo-de-datos,Periodismo de datos
observatorio-centroamericano-de-datos-abiertos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
observatorio-centroamericano-de-datos-abiertos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
observatorio-centroamericano-de-datos-abiertos,participación-ciudadana,Participación ciudadana
observatorio-centroamericano-de-datos-abiertos,uso-de-datos-abiertos,Uso de datos abiertos
burocratas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
burocratas,participación-ciudadana,Participación ciudadana
burocratas,uso-de-datos-abiertos,Uso de datos abiertos
infraestructura-visible,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
infraestructura-visible,mapeo-ciudadano,Mapeo ciudadano
infraestructura-visible,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
infraestructura-visible,participación-ciudadana,Participación ciudadana
infraestructura-visible,uso-de-datos-abiertos,Uso de datos abiertos
infraestructura-visible,periodismo-de-datos,Periodismo de datos
mujeres-campesinas-y-jovenes-por-una-participacion-ciudadana-digital-activa-y-reivindicativa-en-la-region-caribe-colombiana,participación-ciudadana,Participación ciudadana
acercamiento-de-la-comunidad-mas-vulnerable-del-municipio-de-molagavita-santander-colombia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
acercamiento-de-la-comunidad-mas-vulnerable-del-municipio-de-molagavita-santander-colombia,participación-ciudadana,Participación ciudadana
acercamiento-de-la-comunidad-mas-vulnerable-del-municipio-de-molagavita-santander-colombia,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-de-apertura-de-gobiernos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-de-apertura-de-gobiernos,mapeo-ciudadano,Mapeo ciudadano
plataforma-de-apertura-de-gobiernos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-de-apertura-de-gobiernos,participación-ciudadana,Participación ciudadana
plataforma-de-apertura-de-gobiernos,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-de-apertura-de-gobiernos,periodismo-de-datos,Periodismo de datos
economia-del-bien-comun,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
economia-del-bien-comun,participación-ciudadana,Participación ciudadana
observatorio-do-poder-legislativo-opl,mapeo-ciudadano,Mapeo ciudadano
observatorio-do-poder-legislativo-opl,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
observatorio-do-poder-legislativo-opl,participación-ciudadana,Participación ciudadana
observatorio-do-poder-legislativo-opl,uso-de-datos-abiertos,Uso de datos abiertos
girasol-em-rede,mapeo-ciudadano,Mapeo ciudadano
girasol-em-rede,participación-ciudadana,Participación ciudadana
girasol-em-rede,uso-de-datos-abiertos,Uso de datos abiertos
girasol-em-rede,periodismo-de-datos,Periodismo de datos
desarrollo-de-sistema-para-transparentar-la-gestion-municipal-mijiboa,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
desarrollo-de-sistema-para-transparentar-la-gestion-municipal-mijiboa,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
desarrollo-de-sistema-para-transparentar-la-gestion-municipal-mijiboa,participación-ciudadana,Participación ciudadana
desarrollo-de-sistema-para-transparentar-la-gestion-municipal-mijiboa,uso-de-datos-abiertos,Uso de datos abiertos
seguridad-maritima-integral-en-el-transporte-turistico-de-pasajero-en-el-mulle-de-la-bodeguita,mapeo-ciudadano,Mapeo ciudadano
seguridad-maritima-integral-en-el-transporte-turistico-de-pasajero-en-el-mulle-de-la-bodeguita,participación-ciudadana,Participación ciudadana
seguridad-maritima-integral-en-el-transporte-turistico-de-pasajero-en-el-mulle-de-la-bodeguita,uso-de-datos-abiertos,Uso de datos abiertos
tecnologias-y-derechos-humanos-lo-virtual-se-vuelve-material,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
tecnologias-y-derechos-humanos-lo-virtual-se-vuelve-material,participación-ciudadana,Participación ciudadana
tecnologias-y-derechos-humanos-lo-virtual-se-vuelve-material,uso-de-datos-abiertos,Uso de datos abiertos
seamos-democracia-digital,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
seamos-democracia-digital,participación-ciudadana,Participación ciudadana
portal-de-transparencia-de-gastos-de-gobiernos-locales-subnacionales-engage-civico,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
portal-de-transparencia-de-gastos-de-gobiernos-locales-subnacionales-engage-civico,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
portal-de-transparencia-de-gastos-de-gobiernos-locales-subnacionales-engage-civico,participación-ciudadana,Participación ciudadana
portal-de-transparencia-de-gastos-de-gobiernos-locales-subnacionales-engage-civico,uso-de-datos-abiertos,Uso de datos abiertos
portal-de-transparencia-de-gastos-de-gobiernos-locales-subnacionales-engage-civico,periodismo-de-datos,Periodismo de datos
tecnologia-y-datos-enlace-entre-la-poblacion-y-la-policia-nacional-del-ecuador,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
tecnologia-y-datos-enlace-entre-la-poblacion-y-la-policia-nacional-del-ecuador,participación-ciudadana,Participación ciudadana
