org_uid,org_name,proj_uid,proj_name
convoca,Convoca,convoca,Convoca
convoca,Convoca,sancionados,Sancionados
convoca,Convoca,peru-leaks,Peruleaks
convoca,Convoca,paradise-papers,"Después de Panama Papers, Los Secretos del Paraíso: Del Caribe al Perú"
convoca,Convoca,espinar,"Espinar, El campo de concentración de los metales"
convoca,Convoca,excesos-sin-castigo,Excesos sin castigo
convoca,Convoca,ilusion-fiscal,Ilusión Fiscal
convoca,Convoca,rastreador-politico,Patrimonio S.A
convoca,Convoca,promesas-ppk,El verificador de promesas
convoca,Convoca,amazonia-arrasada,
convoca,Convoca,patrimonio-sa,
convoca,Convoca,palmas-para-nadie,Palmas para nadie
convoca,Convoca,juegos-del-poder,
convoca,Convoca,mapa-electoral,#MapaElectoral2018
convoca,Convoca,niñas-madres,
convoca,Convoca,investiga-lava-jato,Investiga Lava Jato
convoca,Convoca,tierra-herida,Tierra Herida
convoca,Convoca,memorias-de-la-corrupcion,Memorias de la corrupción
convoca,Convoca,via-sobrecosto,Vía Sobrecosto
convoca,Convoca,expediente-lava-jato-peru,Expediente Lava Jato en Perú
fundacion-ciudadana-civio,Fundación Ciudadana Civio,vihsion-ciudadana-tecnologia-periodismo-y-experiencia-en-el-sector-para-monitorear-analizar-y-comparar-politicas-publicas-en-vih-en-latinoamerica,
fundacion-ciudadana-civio,Fundación Ciudadana Civio,vihsion-ciudadana-tecnologia-periodismo-y-experiencia-en-el-sector-para-monitorear-analizar-y-comparar-politicas-publicas-en-vih-en-latinoamerica,"Vihsión Ciudadana - Tecnología, Periodismo Y Experiencia En El Sector Para Monitorear, Analizar Y Comparar Políticas Públicas En Vih En Latinoamérica."
instituto-humanista-de-cooperacion-para-el-desarrollo-hivos,Instituto Humanista De Cooperación Para El Desarrollo - Hivos,vihsion-ciudadana-tecnologia-periodismo-y-experiencia-en-el-sector-para-monitorear-analizar-y-comparar-politicas-publicas-en-vih-en-latinoamerica,
instituto-humanista-de-cooperacion-para-el-desarrollo-hivos,Instituto Humanista De Cooperación Para El Desarrollo - Hivos,vihsion-ciudadana-tecnologia-periodismo-y-experiencia-en-el-sector-para-monitorear-analizar-y-comparar-politicas-publicas-en-vih-en-latinoamerica,"Vihsión Ciudadana - Tecnología, Periodismo Y Experiencia En El Sector Para Monitorear, Analizar Y Comparar Políticas Públicas En Vih En Latinoamérica."
soluntia-sa,Soluntia Sa,dyntra-latam,Dyntra Latam
associacão-todos-por-um-tp1,Associação Todos por Um (Tp1),todos-por-um-tp1,Todos Por Um (Tp1)
associacão-todos-por-um-tp1,Associação Todos por Um (Tp1),associacão-todos-por-um-tp1,
red-infodesarrollo,Red Infodesarrollo,arteria-activa-responde-transforma,"Arteria: Activa, Responde, Transforma."
red-infodesarrollo,Red Infodesarrollo,intercambio-de-confianza,Intercambio De Confianza
13-media-sc,13 Media Sc,mexico-checa,México Checa
vigilamos,Vigilamos,vigilamos,
iniciativa,iniciativa,cargografias,Cargografias
lndata,LNData,a-que-precio-un-observatorio-de-compras-publicas,
fgx,Fgx,proposta-metodologica-para-a-interpretacão-automatizada-geoespacial-da-questão-do-urbano-e-rural-no-brasil,Proposta Metodológica Para A Interpretação Automatizada Geoespacial Da Questão Do Urbano E Rural No Brasil
centro-de-lideranca-publica,Centro De Liderança Pública,muove-brasil,Muove Brasil
olhoneles,Olhoneles,olhoneles-org,Olhoneles.Org
associacão-software-livre-org,Associação Software Livre.Org,noosfero-plataforma-web-livre-para-a-criacão-de-redes-sociais-autonomas-e-participacão-civica,Noosfero: Plataforma Web Livre Para A Criação De Redes Sociais Autônomas E Participação Cívica
hiperderecho,Hiperderecho,curso-abierto-de-internet-para-acelerar-el-cambio-social-en-america-latina,Curso Abierto De Internet Para Acelerar El Cambio Social En América Latina
derive-lab,Derive Lab,red-ciudadana-de-monitoreo-de-la-calidad-del-aire,Red Ciudadana De Monitoreo De La Calidad Del Aire
taturana-mobilizacão-social,Taturana Mobilização Social,red-digital-taturana-distribucion-de-peliculas-independientes-en-circuitos-sociales,Red Digital Taturana -  Distribución De Películas Independientes En Circuitos Sociales
forum-brasileiro-de-seguranca-publica,Fórum Brasileiro De Segurança Pública,mapa-da-seguranca-e-transparencia,Mapa Da Segurança E Transparência
prosas-tecnologia-social-ltda,Prosas Tecnologia Social Ltda,prosas-plataforma-para-selecão-e-monitoramento-de-projetos-sociais,Prosas: Plataforma Para Seleção E Monitoramento De Projetos Sociais
laboratorio-de-medios,Laboratorio de Medios,ojo-con-mi-pisto,Ojo con mi Pisto
vivero-de-iniciativas-ciudadanas,Vivero De Iniciativas Ciudadanas,civics,Civics
committee-for-a-better-new-orleans-comite-por-una-mejor-nueva-orleans,Committee For A Better New Orleans/Comité Por Una Mejor Nueva Orleans,el-presupuesto-comunitario,El Presupuesto Comunitario
artnumerica,Artnumerica,textool-acceso-y-comprension-efectiva-de-textos-sociales,Textool: Acceso Y Comprension Efectiva De Textos Sociales
datos-concepcion,Datos Concepcion,portal-de-transparencia-de-gastos-de-gobiernos-locales-subnacionales-engage-civico,Portal De Transparencia De Gastos De Gobiernos Locales (Subnacionales) + Engage Cívico
open-knowledge-foundation,Open Knowledge Foundation,sin-nombre,Sin Nombre
agrupacion-biosfera,Agrupación Biósfera,ojovaldivia-cl-denuncia-y-articulacion-ciudadana-en-linea,Ojovaldivia.Cl Denuncia Y Articulación Ciudadana En Línea
red-aceleradora-global,Red Aceleradora Global,red-aceleradora-global,Red Aceleradora Global
el-caracol,El Caracol,datos-muerte-poblacion-callejera,Datos Muerte Poblacion Callejera
el-caracol,El Caracol,sin-nombre,Sin Nombre
el-caracol,El Caracol,mujeres-e-infancia-callejera-mas-alla-de-los-datos,Mujeres E Infancia Callejera Más Allá De Los Datos
centro-de-promocion-en-salud-y-asistencia-familiar-ceprosaf,Centro De Promoción En Salud Y Asistencia Familiar (Ceprosaf),el-hospital-a-tu-servicio,El Hospital A Tu Servicio
zapopan-lab,Zapopan Lab,red-tonos-cihuatl,
zapopan-lab,Zapopan Lab,red-tonos-cihuatl,Red Tonos Cihuatl
olinguito,Olinguito,yointervengo,Yointervengo
olinguito,Olinguito,,
ecosocial-consultores-s-a-s,Ecosocial Consultores S.A.S,somos-dos,Somos Dos
ieepp,Instituto de Estudios Estratégicos y Políticas Públicas,observatorio-virtual-nuestropresupuesto-org,Observatorio Virtual Nuestropresupuesto.Org
medialab-quito,Medialab Quito,arteria-activa-responde-transforma,"Arteria: Activa, Responde, Transforma."
conceptu-prototipos-e-sistemas,Conceptu Protótipos E Sistemas,plp-2-0-tecnologia-social-en-el-enfrentamiento-a-la-violencia-contra-las-mujeres,Plp 2.0 - Tecnología Social En El Enfrentamiento A La Violencia Contra Las Mujeres
appcivico,AppCívico,mobilidade-urbana-aberta,Mobilidade Urbana Aberta
cuentas-claras,Cuentas claras,cuentas-claras,Cuentas Claras
hormiga-investigacion,Hormiga Investigación,belisar-io,Belisar.Io
instituto-ilhabela-sustentavel,Instituto Ilhabela Sustentável,siga-sistema-de-indicadores-informacões-georeferenciadas-e-ambientais-do-litoral-norte-do-estado-do-são-paulo,"Siga - Sistema De Indicadores, Informações Georeferenciadas E Ambientais Do Litoral Norte Do Estado Do São Paulo"
instituto-ilhabela-sustentavel,Instituto Ilhabela Sustentável,mobilidade-urbana-aberta,
instituto-ilhabela-sustentavel,Instituto Ilhabela Sustentável,mobilidade-urbana-aberta,Mobilidade Urbana Aberta
fundacion-ideas-para-la-paz,Fundacion Ideas Para La Paz,benchmark-empresas-y-paz,Benchmark Empresas Y Paz
ministerio-de-economia,ministerio-de-economia,precios-uy,Precios.Uy
associacão-forum-suapoe-espaco-socioambiental,Associação Fórum Suapoe Espaço Socioambiental,sagui-sistema-de-escucha-monitoreo-y-alerta-sobre-riesgos-y-impactos-de-grandes-emprendimientos-en-los-derechos-de-las-comunidades-locales,"Sagui: Sistema De Escucha, Monitoreo Y Alerta Sobre Riesgos Y Impactos De Grandes Emprendimientos En Los Derechos De Las Comunidades Locales"
project-on-organizing-development-education-and-research-poder,"Project on Organizing, Development, Education, and Research (PODER)",herramientas-para-el-uso-del-open-contracting-data-standard-y-combatirla-captura-del-estado-desde-sociedad-civil,
project-on-organizing-development-education-and-research-poder,"Project on Organizing, Development, Education, and Research (PODER)",creacion-de-chileleaks-centroamericaleaks-y-latamleaks-coordinadora-regional-de-las-plataformas-de-whistleblowing,
lima-como-vamos,Lima Cómo Vamos,ocupa-tu-calle,Ocupa Tu Calle
lima-como-vamos,Lima Cómo Vamos,red-peruana-por-ciudades-justas-democraticas-y-sustentables,"Red Peruana Por Ciudades Justas, Democráticas Y Sustentables"
techo-internacional-oficina-central,Techo Internacional (oficina central),relevamiento-de-asentamientos-informales-en-centro-america,
grupo-faro-america-latina-y-el-caribe,Grupo FARO América Latina y el Caribe,comunidas-2-0,
corresponsales,Corresponsales,corresponsales,Corresponsales
duran-asociados-spa,Durán & Asociados Spa.,hora-salud,Hora Salud
gobierno-de-panama,Gobierno De Panamá,panadata,Panadata
derecho-ambiente-y-recursos-naturales,"Derecho, Ambiente Y Recursos Naturales",promoviendo-la-transparencia-y-la-participacion-ambiental-en-el-sector-extractivo,Promoviendo La Transparencia Y La Participación Ambiental En El Sector Extractivo”
plataforma-nuup-ac,Plataforma Nuup Ac,fresconsciente,Fresconsciente
g1,G1,monitor-da-violencia,Monitor Da Violencia
rancho-electronico,Rancho Electronico,rancho-electrioico,Rancho Electrìoico
rancho-electronico,Rancho Electronico,biblioteca-digital-campechana-mental,Biblioteca Digital Campechana Mental
centro-de-estudos-avancados-de-promocão-social-e-ambiental-ceaps-projeto-saude-alegria,Centro De Estudos Avançados De Promoção Social E Ambiental - Ceaps / Projeto Saúde & Alegria,novas-tecnicas-para-monitoramento-de-sistemas-produtivos-agroecologicos-com-participacão-comunitaria,Novas Técnicas Para Monitoramento De Sistemas Produtivos Agroecológicos Com Participação Comunitária
fundacion-para-el-desarrollo-de-politicas-sustentables-fundeps,Fundación Para El Desarrollo De Políticas Sustentables (Fundeps),construyamos-transparencia-dialogo-y-monitoreo-comunitario-de-proyectos-de-infraestructura,Construyamos Transparencia. Diálogo Y Monitoreo Comunitario De Proyectos De Infraestructura
laboratorio-de-inovacão-e-controle-no-setor-publico-da-universidade-federal-do-para,Laboratório De Inovação E Controle No Setor Público Da Universidade Federal Do Pará,cuidando-e-monitorando-a-cidade,Cuidando E Monitorando A Cidade
softex,Softex,politica-sporte-club,Politica Sporte Club
guarumo,Guarumo,impacto-ciudad,Impacto Ciudad
pictorica-comunicacoes-s-c-ltda,Pictórica Comunicações S/C Ltda,enspiral-latinoamerica,Enspiral Latinoamerica
c230,C230,tecnologia-civica-para-una-sociedad-conectada-y-participativa,Tecnología Cívica Para Una Sociedad Conectada Y Participativa.
causa-natura,Causa Natura,iniciativa-pescando-datos,Iniciativa Pescando Datos
grupo-limonta,Grupo Limonta,limapp,Limapp
180data,180Data,sin-nombre,Sin Nombre
180data,180Data,mutualistas-uy,Mutualistas.Uy
promec-projetos-e-modelagens-em-engenharia-e-computacão-ltda,Promec Projetos E Modelagens Em Engenharia E Computação Ltda,celula-de-capacitacão-tecnologica-para-meninas-e-adolescentes-cecatec,Celula De Capacitação Tecnológica Para Meninas E Adolescentes - Cecatec
plataforma-ciudadana-inteligente,Plataforma Ciudadana Inteligente,citiviva-ciudadania-inteligente,Citiviva - Ciudadanía Inteligente
mas-cultura,mas-cultura,mascultura-pe,Mascultura.Pe
centro-latinoamericano-de-derechos-humanos,Centro Latinoamericano de Derechos Humanos,estacionamiento-inteligente,Estacionamiento Inteligente
datalat,Datalat,mi-emprendimiento-abierto,Mi Emprendimiento Abierto
datalat,Datalat,transparencia-y-desarrollo-civico-en-ecuador,Transparencia Y Desarrollo Cívico En Ecuador
ux,Ux,mopa,Mopa
innpactia-s-a-s,Innpactia S.A.S.,innpactia-acercando-recursos-a-las-causas,Innpactia: Acercando Recursos A Las Causas
espacio-publico,Espacio Público,reconstruyendo-confianzas-desde-la-politica-local-a-traves-de-una-estrategia-de-participacion-ciudadana-transparente,Reconstruyendo Confianzas Desde La Política Local  A Través De Una Estrategia De Participación Ciudadana Transparente
checkuy,Checkuy,checkuy,Checkuy
instituto-humanitas360,Instituto Humanitas360,cuidando-e-monitorando-a-cidade,Cuidando E Monitorando A Cidade
participacion-ciudadana-capitulo-dominicano-transparencia-internacional,"Participación Ciudadana, Capitulo Dominicano Transparencia Internacional",iniciativa-de-innovacion-tecnologica-para-la-participacion-ciudadana-en-el-monitoreo-fiscalizacion-e-incidencia-en-el-congreso-nacional,"Iniciativa De Innovación Tecnológica Para La Participación Ciudadana En El Monitoreo, Fiscalización E Incidencia En El Congreso Nacional"
codium,Codium,civic-backoffice-plataforma-de-gestion-semi-automatica-de-la-innovacion-publica-y-la-participacion-ciudadana,
codium,Codium,aguapps-gestion-participativa-del-agua-para-el-chaco,Aguapps: Gestión Participativa Del Agua Para El Chaco
ciudadano-construccion-y-articulacion-de-lo-publico-centro-de-investigaciones-y-estudios-en-antropologia-social-ciesas,Ciudadano. Construcción y Articulación de lo Público/Centro de Investigaciones y Estudios en Antropología Social (CIESAS),plataforma-pro-municipio,
fundacion-latitudes,Fundación Latitudes,sistema-hablame-de-respeto,Sistema Háblame De Respeto
observatorio-mexicano-de-la-crisis,Observatorio Mexicano De La Crisis,sistema-de-gestion-participativa-para-la-incidencia-social-en-politicas-publicas,Sistema De Gestión Participativa Para La Incidencia Social En Políticas Públicas
de-la-azotea,De La Azotea,la-vidriera-del-emprendedor,La Vidriera Del Emprendedor
colaborativomx,colaborativomx,colaborativomx,Colaborativomx
blackbox-solutions-y-copropiedad,Blackbox Solutions Y Copropiedad,portales-para-el-ciudadano,Portales Para El Ciudadano
inkco-sas,Inkco Sas,sistema-de-alerta-inmediata-para-proteccion-a-mujeres-en-riesgo-de-agresion-violenta,Sistema De Alerta Inmediata Para Protección A Mujeres En Riesgo De Agresión Violenta
world-resources-institute-brasil-wri-brasil,World Resources Institute Brasil - Wri Brasil,cidades-em-dados-transparencia-e-controle-social,Cidades Em Dados - Transparência E Controle Social
presidencia-del-consejo-de-ministros,Presidencia Del Consejo De Ministros,portal-de-transparencia-estandar,Portal De Transparencia Estandar
youniversys-srl,Youniversys Srl,kmesafe,Kmesafe
departamento-de-electronica-e-informatica-universidad-catolica-ntra-senora-de-la-asuncion-paraguay,"Departamento de Electrónica e Informática, Universidad Católica \""Ntra. Señora de la Asunción\"", Paraguay",civic-backoffice-plataforma-de-gestion-semi-automatica-de-la-innovacion-publica-y-la-participacion-ciudadana,
la-diaria,La Diaria,rio-abierto,Río Abierto
economia-feminista,Economía Feminista,igualdata,Igualdata
economia-feminista,Economía Feminista,calculadora-de-la-desigualdad-de-genero,
economia-feminista,Economía Feminista,grito-mundial-por-el-derecho-al-aborto,#AbortoLegal: Los caminos del proyecto
economia-feminista,Economía Feminista,feminindex,FeminIndex
economia-feminista,Economía Feminista,calculadora-de-la-desigualdad-de-genero,Calculadora De La Desigualdad De Género
instituto-sincronicidade-para-a-interacão-social-ispis,Instituto Sincronicidade Para A Interação Social (Ispis),mapas-coletivos,Mapas Coletivos
detona,Detona,ocupa-tu-calle,Ocupa Tu Calle
detona,Detona,red-peruana-por-ciudades-justas-democraticas-y-sustentables,"Red Peruana Por Ciudades Justas, Democráticas Y Sustentables"
fundacion-pacientes-cancer-de-pulmon,Fundación Pacientes Cáncer De Pulmón,el-recorrido-tecnologia-ciudadana-para-mejorar-la-deteccion-temprana-del-cancer-en-el-sistema-publico-de-salud,El Recorrido: Tecnología Ciudadana Para Mejorar La Detección Temprana Del Cáncer En El Sistema Público De Salud.
este-pais-a-c,"Este País, A.C.",buscandonos,Buscándonos
arquitectura-expandida,Arquitectura Expandida,,
parapapapp-sas,Parapapapp Sas,parapapapp,Parapapapp
periodico-sudestada,Periodico Sudestada,sudestada-com-uy,Sudestada.Com.Uy
fundacion-ejercicio-ciudadano,Fundación Ejercicio Ciudadano,la-vidriera-del-emprendedor,La Vidriera Del Emprendedor
cscr,Cscr,proyecto-participa-2017,Proyecto Participa 2017
quienmerepresenta,Quiénmerepresenta,uienmerepresenta,¿Quiénmerepresenta?
direccion-de-gobierno-abierto-y-datos-abiertos,Dirección De Gobierno Abierto Y Datos Abiertos,"analisis-de-portales-de-datos-abiertos-gubernamentales,analisis-de-portales-de-datos-abiertos-gubernamentales-segunda-carga-con-la-metodologia-en-la-anterior-aplicacion-no-la-llegamos-a-cargar","Análisis De Portales De Datos Abiertos Gubernamentales,Análisis De Portales De Datos Abiertos Gubernamentales (Segunda Carga Con La Metodología. En La Anterior Aplicación No La Llegamos A Cargar)"
direccion-de-gobierno-abierto-y-datos-abiertos,Dirección De Gobierno Abierto Y Datos Abiertos,herramienta-para-diseno-gestion-y-diagnostico-de-estrategia-para-gobiernos-locales-abiertos,"Herramienta Para Diseño, Gestión Y Diagnóstico De Estrategia Para Gobiernos Locales Abiertos"
banco-mundial,Banco Mundial,bolivia-mapa-de-inverson-publica,Bolivia Mapa De Inverson Publica
instituto-panameno-de-derecho-y-nuevas-tecnologias,Instituto Panameño De Derecho Y Nuevas Tecnologías,observatorio-centroamericano-de-datos-abiertos,Observatorio Centroamericano De Datos Abiertos
fundacion-para-las-buenas-practicas-de-la-internet-y-las-tecnolgias-fundabit,FUNDACIÓN PARA LAS BUENAS PRÁCTICAS DE LA INTERNET Y LAS TECNOLGÍAS - FUNDABIT,appcesible,
sociedad-de-hecho-la-pesetera,"""Sociedad De Hecho \""La Pesetera\""",revista-digital-plan-v,Revista Digital Plan V
camara-de-comercio-de-bogota-ccb,Cámara De Comercio De Bogotá - Ccb,benchmark-empresas-y-paz,Benchmark Empresas Y Paz
plan-estrategico-de-juarez,Plan Estrategico De Juarez,regidor-19,Regidor 19
plan-estrategico-de-juarez,Plan Estrategico De Juarez,asi-estamos-juarez,Así Estamos Juarez
plan-estrategico-de-juarez,Plan Estrategico De Juarez,sin-nombre,Sin Nombre
asociacion-pro-arte,Asociación Pro Arte,portal-de-transparencia-de-gastos-de-gobiernos-locales-subnacionales-engage-civico,Portal De Transparencia De Gastos De Gobiernos Locales (Subnacionales) + Engage Cívico
servicios-integrales-para-el-desarrollo,Servicios Integrales Para El Desarrollo,plataforma-civica-ciudadana-cochabamba,Plataforma Cívica Ciudadana Cochabamba
municipalidad-de-renca,Municipalidad De Renca,reconstruyendo-confianzas-desde-la-politica-local-a-traves-de-una-estrategia-de-participacion-ciudadana-transparente,Reconstruyendo Confianzas Desde La Política Local  A Través De Una Estrategia De Participación Ciudadana Transparente
labhacker,Labhacker,toolkit-electoral,Toolkit Electoral
servicios-e-informacion-para-el-desarrollo-economico-local-sidel,Servicios E Información Para El Desarrollo Económico Local-Sidel,informacion-y-gestion-de-conocimientos-de-politicas-publicas-con-enfoque-de-genero,Información Y Gestión De Conocimientos De Políticas Publicas Con Enfoque De Genero
zeus-tecnologia-s-a,Zeus Tecnología S.A,seguridad-maritima-integral-en-el-transporte-turistico-de-pasajero-en-el-mulle-de-la-bodeguita,Seguridad Maritima Integral En El Transporte Turistico De Pasajero En El Mulle  De La Bodeguita
direccion-de-transparencia-y-gobierno-abierto-de-la-provincia-de-jujuy,Dirección De Transparencia Y Gobierno Abierto De La Provincia De Jujuy,jujuy-colaborativo,Jujuy Colaborativo
fundacion-ambiente-y-recursos-naturales-farn,Fundación Ambiente Y Recursos Naturales (Farn),construyamos-transparencia-dialogo-y-monitoreo-comunitario-de-proyectos-de-infraestructura,Construyamos Transparencia. Diálogo Y Monitoreo Comunitario De Proyectos De Infraestructura
gobierno-de-minas,Gobierno De Minas,dataviva-info,Dataviva.Info
avesso-sustentabilidade,Avesso Sustentabilidade,ferramenta-de-avaliacão-de-mandatos-parlamentares-famp,Ferramenta De Avaliação De Mandatos Parlamentares (Famp)
datasketch,Datasketch,igualdata,Igualdata
datasketch,Datasketch,datasketch,Datasketch
datasketch,Datasketch,sobrevivientes,Sobrevivientes
datasketch,Datasketch,lideres-sociales,Líderes Sociales Asesinados
datasketch,Datasketch,corruptour-ds-tpc,Corruptour
datasketch,Datasketch,cocina-colombiana,Cocina Colombiana
datasketch,Datasketch,no-bote-el-voto,No Bote el Voto
datasketch,Datasketch,infraestructura-visible,Infraestructura Visible
datasketch,Datasketch,ciudatos-te-acerca-a-tu-ciudad,"Ciudatos, Te Acerca A Tu Ciudad"
datasketch,Datasketch,hackeando-la-corrupcion-con-voz-ciudadana,Hackeando La Corrupción Con Voz Ciudadana
datasketch,Datasketch,arboles-bogota,Árboles Bogotá
hivos,Hivos,sin-nombre,Sin Nombre
hivos,Hivos,100-jovenes-periodistas-todo-bolivia-periodista-virtual,100 Jovenes Periodistas Todo Bolivia - Periodista Virtual
fundacion-generacion-sin-limite,Fundación Generación Sin Límite,ciudadano-presente,Ciudadano Presente
smart-data-services,Smart Data Services,tecnologia-y-datos-enlace-entre-la-poblacion-y-la-policia-nacional-del-ecuador,Tecnología Y Datos - Enlace Entre La Población Y La Policía Nacional Del Ecuador
grupo-de-estudos-sobre-cultura-representacão-e-informacão-digitais-cridi,"Grupo De Estudos Sobre Cultura, Representação E Informação Digitais - Cridi",mapa-internacional-de-instituicões-arquivisticas-archives-world-map,Mapa Internacional De Instituições Arquivísticas (Archives World Map)
dal,Dal,epicentro,Epicentro
moodstudio,Moodstudio,construyamos-transparencia-dialogo-y-monitoreo-comunitario-de-proyectos-de-infraestructura,Construyamos Transparencia. Diálogo Y Monitoreo Comunitario De Proyectos De Infraestructura
exxact-negocios-digitales-spa,Exxact Negocios Digitales Spa,congreso-publico-tecnologia-civica-para-una-democracia-inclusiva,Congreso Público: Tecnología Cívica Para Una Democracia Inclusiva
code-for-the-caribbean,Code For The Caribbean,harvest-api,Harvest Api
instituto-soma-brasil,Instituto Soma Brasil,mobilidade-urbana-aberta,
instituto-soma-brasil,Instituto Soma Brasil,mobilidade-urbana-aberta,Mobilidade Urbana Aberta
red-ciudadana-nuestra-cordoba-asociacion-civil-nuestra-cordoba,Red Ciudadana Nuestra Córdoba – Asociación Civil Nuestra Córdoba,reporta-ciudad,Reporta Ciudad
centro-de-pensamiento-estrategico-internacional-cepei,Centro De Pensamiento Estratégico Internacional - Cepei,datarepublica-tecnologia-y-datos-para-el-desarrollo-sostenible-en-america-latina,Datarepública: Tecnología Y Datos Para El Desarrollo Sostenible En América Latina
ouvidoria-geral-da-união-ministerio-da-transparencia-fiscalizacão-e-controladoria-geral-da-união-cgu,"Ouvidoria-Geral Da União / Ministério Da Transparência, Fiscalização E Controladoria-Geral Da União?-Cgu",cuidando-e-monitorando-a-cidade,Cuidando E Monitorando A Cidade
escuela-de-datos-peru,Escuela De Datos Peru,escuela-de-datos-peru,Escuela De Datos Peru
accion-colectiva,Acción Colectiva,plataforma-sas-de-participacion-ciudadana,Plataforma Sas De Participación Ciudadana
invernaideas,Invernaideas,cazavampiros,Cazavampiros
invernaideas,Invernaideas,belisar-io,Belisar.Io
onu,Onu,unicef,Unicef
fundacion-ciudadano-inteligente,Fundación Ciudadano Inteligente,creacion-de-chileleaks-centroamericaleaks-y-latamleaks-coordinadora-regional-de-las-plataformas-de-whistleblowing,
fundacion-ciudadano-inteligente,Fundación Ciudadano Inteligente,creacion-de-chileleaks-centroamericaleaks-y-latamleaks-coordinadora-regional-de-las-plataformas-de-whistleblowing,"Creación De Chileleaks, Centroaméricaleaks Y  Latamleaks, Coordinadora Regional De Las Plataformas De Whistleblowing."
incotedes,Incotedes,red-colaborativa-para-el-desarrollo-de-la-economia-social,Red Colaborativa Para El Desarrollo De La Economía Social
centro-de-los-derechos-del-migrante-inc,"Centro De Los Derechos Del Migrante, Inc.",contratados-org,Contratados.Org
instituto-metropolitano-de-profissionalizacão-arte-cultura-e-oportunidades-impacto,"Instituto Metropolitano De Profissionalização, Arte, Cultura E Oportunidades - Impacto",lupa-dca,Lupa Dca
simetria-centro-de-innovacion-en-politicas-publicas-a-c,"Simetría, Centro De Innovación En Políticas Públicas A.C.",tu-dinero-tu-gobierno,"Tu Dinero, Tu Gobierno"
social-apps-lab-university-of-california-berkeley,"Social Apps Lab, University Of California, Berkeley",civic-backoffice-plataforma-de-gestion-semi-automatica-de-la-innovacion-publica-y-la-participacion-ciudadana,
social-apps-lab-university-of-california-berkeley,"Social Apps Lab, University Of California, Berkeley",civic-backoffice-plataforma-de-gestion-semi-automatica-de-la-innovacion-publica-y-la-participacion-ciudadana,Civic Backoffice: Plataforma De Gestión Semi-Automática De La Innovación Pública Y La Participación Ciudadana
ciudadan-s-por-la-transparencia-a-c,Ciudadan@S Por La Transparencia A.C,contratobook-plataforma-de-auditoria-ciudadana,Contratobook: Plataforma De Auditoria Ciudadana
monoku,Monoku,congreso-visible,Congreso Visible
monoku,Monoku,voto-movil,Voto Móvil
presabis,Presabis,yo-propongo,Yo Propongo
proetica,Proetica,promesometro,Promesometro
kronoscode,Kronoscode,mapa-civico-nicaragua,Mapa Cívico Nicaragua
mgov-brasil,Mgov Brasil,intercom,Intercom
municipalidad-de-guatemala,Municipalidad de Guatemala,galileo-edu-hackathon,Galileo.Edu Hackathon
fundacion-villafranca-y-zurcher-para-la-educacion-de-la-juventud-a-traves-del-turismo,Fundación Villafranca Y Zurcher Para La Educación De La Juventud A Través Del Turismo,red-pais-una-plataforma-para-articular-el-progreso-social,Red País. Una Plataforma Para Articular El Progreso Social.
corporacion-ruta-n,Corporación Ruta N,medata,Medata
instituto-banco-da-periferia,Instituto  Banco Da Periferia,periferia-na-palma-da-mão-conectando-conhecimentos-para-transformar,Periferia Na Palma Da Mão - Conectando Conhecimentos Para Transformar
slashroots,Slashroots,sin-nombre,Sin Nombre
slashroots,Slashroots,code-for-the-caribbean,Code For The Caribbean
slashroots,Slashroots,harvest-api,Harvest Api
tigo,Tigo,get-in-the-ring-apps,Get In The Ring Apps
capitulo-chileno-de-transparencia-internacional-chile-transparente,"Capítulo Chileno De Transparencia Internacional, Chile Transparente",participacion-ciudadana-transparente-una-plataforma-amigable,"Participación Ciudadana Transparente, Una Plataforma Amigable"
nova-grupo-de-consultoria-sas,Nova Grupo De Consultoria Sas,mi-voto-vale,Mi Voto Vale
vendata,Vendata,vendata,Vendata
manas-technology-solutions,Manas Technology Solutions,midiendo-los-niveles-de-integracion-sociourbana-de-asentamientos-informales-en-argentina,Midiendo Los Niveles De Integración Sociourbana De Asentamientos Informales En Argentina
instituto-atlantico,Instituto Atlântico,plataforma-digital-de-empoderamento-de-favelas-pela-informacão-e-auto-organizacão,Plataforma Digital De Empoderamento De Favelas Pela Informação E Auto-Organização
yecas,Yecas,yecas,Yecas
secretaria-de-planificacion-desarrollo-y-modernizacion-de-la-municipalidad-de-san-salvador-de-jujuy,"Secretaria De Planificacion, Desarrollo Y Modernizacion De La Municipalidad De San Salvador De Jujuy",geomatica-en-organismos-publicos,Geomatica En Organismos Publicos
asociacion-nacional-para-el-fomento-de-la-economia-del-bien-comun-en-chile,Asociación Nacional Para El Fomento De La Economia Del Bien Común En Chile,economia-del-bien-comun,Economía Del Bien Común
omnibus-hacker,Omnibus Hacker,omnibus-hacker,Omnibus Hacker
red-infodesarrollo-nemesis,Red Infodesarrollo - Némesis,intercambio-de-confianza,
maga-systems-consulting,Maga Systems & Consulting,ciudadano-presente,Ciudadano Presente
fundacion-hogares-iap,"Fundación Hogares, Iap",plataforma-para-participacion-ciudadana-de-vecinos,Plataforma Para Participación Ciudadana De Vecinos
corporacion-seamos-democracia-digital,Corporación Seamos - Democracia Digital,seamos-democracia-digital,Seamos Democracia Digital
gobierno-de-quito,Gobierno De Quito,datos-abiertos-quito,Datos Abiertos Quito
