uid_org,uid,name
centro-de-lideranca-publica,periodismo-de-datos,Periodismo de datos
associacão-software-livre-org,mapeo-ciudadano,Mapeo ciudadano
associacão-software-livre-org,participación-ciudadana,Participación ciudadana
associacão-software-livre-org,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
hiperderecho,mapeo-ciudadano,Mapeo ciudadano
hiperderecho,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
hiperderecho,participación-ciudadana,Participación ciudadana
hiperderecho,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
derive-lab,mapeo-ciudadano,Mapeo ciudadano
derive-lab,participación-ciudadana,Participación ciudadana
taturana-mobilizacão-social,participación-ciudadana,Participación ciudadana
taturana-mobilizacão-social,otro,Otro
forum-brasileiro-de-seguranca-publica,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
forum-brasileiro-de-seguranca-publica,mapeo-ciudadano,Mapeo ciudadano
forum-brasileiro-de-seguranca-publica,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
forum-brasileiro-de-seguranca-publica,periodismo-de-datos,Periodismo de datos
prosas-tecnologia-social-ltda,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
prosas-tecnologia-social-ltda,mapeo-ciudadano,Mapeo ciudadano
prosas-tecnologia-social-ltda,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
prosas-tecnologia-social-ltda,participación-ciudadana,Participación ciudadana
vivero-de-iniciativas-ciudadanas,mapeo-ciudadano,Mapeo ciudadano
vivero-de-iniciativas-ciudadanas,participación-ciudadana,Participación ciudadana
committee-for-a-better-new-orleans-comite-por-una-mejor-nueva-orleans,mapeo-ciudadano,Mapeo ciudadano
committee-for-a-better-new-orleans-comite-por-una-mejor-nueva-orleans,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
committee-for-a-better-new-orleans-comite-por-una-mejor-nueva-orleans,participación-ciudadana,Participación ciudadana
committee-for-a-better-new-orleans-comite-por-una-mejor-nueva-orleans,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
artnumerica,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
artnumerica,otro,Otro
artnumerica,periodismo-de-datos,Periodismo de datos
datos-concepcion,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
datos-concepcion,mapeo-ciudadano,Mapeo ciudadano
datos-concepcion,compras-publicas,Compras públicas
datos-concepcion,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
datos-concepcion,participación-ciudadana,Participación ciudadana
datos-concepcion,periodismo-de-datos,Periodismo de datos
agrupacion-biosfera,mapeo-ciudadano,Mapeo ciudadano
red-aceleradora-global,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
red-aceleradora-global,participación-ciudadana,Participación ciudadana
centro-de-promocion-en-salud-y-asistencia-familiar-ceprosaf,otro,Otro
zapopan-lab,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
zapopan-lab,mapeo-ciudadano,Mapeo ciudadano
zapopan-lab,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
zapopan-lab,participación-ciudadana,Participación ciudadana
zapopan-lab,periodismo-de-datos,Periodismo de datos
ecosocial-consultores-s-a-s,participación-ciudadana,Participación ciudadana
conceptu-prototipos-e-sistemas,participación-ciudadana,Participación ciudadana
hormiga-investigacion,mapeo-ciudadano,Mapeo ciudadano
hormiga-investigacion,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
hormiga-investigacion,participación-ciudadana,Participación ciudadana
instituto-ilhabela-sustentavel,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-ilhabela-sustentavel,mapeo-ciudadano,Mapeo ciudadano
instituto-ilhabela-sustentavel,compras-publicas,Compras públicas
instituto-ilhabela-sustentavel,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-ilhabela-sustentavel,participación-ciudadana,Participación ciudadana
instituto-ilhabela-sustentavel,otro,Otro
instituto-ilhabela-sustentavel,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
instituto-ilhabela-sustentavel,periodismo-de-datos,Periodismo de datos
fundacion-ideas-para-la-paz,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-ideas-para-la-paz,participación-ciudadana,Participación ciudadana
fundacion-ideas-para-la-paz,periodismo-de-datos,Periodismo de datos
policentrico,mapeo-ciudadano,Mapeo ciudadano
policentrico,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
policentrico,participación-ciudadana,Participación ciudadana
policentrico,otro,Otro
associacão-forum-suapoe-espaco-socioambiental,participación-ciudadana,Participación ciudadana
lima-como-vamos,mapeo-ciudadano,Mapeo ciudadano
duran-asociados-spa,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
duran-asociados-spa,mapeo-ciudadano,Mapeo ciudadano
duran-asociados-spa,participación-ciudadana,Participación ciudadana
duran-asociados-spa,otro,Otro
derecho-ambiente-y-recursos-naturales,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
derecho-ambiente-y-recursos-naturales,participación-ciudadana,Participación ciudadana
plataforma-nuup-ac,otro,Otro
centro-de-estudos-avancados-de-promocão-social-e-ambiental-ceaps-projeto-saude-alegria,mapeo-ciudadano,Mapeo ciudadano
centro-de-estudos-avancados-de-promocão-social-e-ambiental-ceaps-projeto-saude-alegria,participación-ciudadana,Participación ciudadana
centro-de-estudos-avancados-de-promocão-social-e-ambiental-ceaps-projeto-saude-alegria,periodismo-de-datos,Periodismo de datos
fundacion-para-el-desarrollo-de-politicas-sustentables-fundeps,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-para-el-desarrollo-de-politicas-sustentables-fundeps,mapeo-ciudadano,Mapeo ciudadano
fundacion-para-el-desarrollo-de-politicas-sustentables-fundeps,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-para-el-desarrollo-de-politicas-sustentables-fundeps,participación-ciudadana,Participación ciudadana
laboratorio-de-inovacão-e-controle-no-setor-publico-da-universidade-federal-do-para,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
laboratorio-de-inovacão-e-controle-no-setor-publico-da-universidade-federal-do-para,mapeo-ciudadano,Mapeo ciudadano
laboratorio-de-inovacão-e-controle-no-setor-publico-da-universidade-federal-do-para,compras-publicas,Compras públicas
laboratorio-de-inovacão-e-controle-no-setor-publico-da-universidade-federal-do-para,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
laboratorio-de-inovacão-e-controle-no-setor-publico-da-universidade-federal-do-para,participación-ciudadana,Participación ciudadana
guarumo,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
guarumo,mapeo-ciudadano,Mapeo ciudadano
guarumo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
guarumo,participación-ciudadana,Participación ciudadana
pictorica-comunicacoes-s-c-ltda,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
pictorica-comunicacoes-s-c-ltda,participación-ciudadana,Participación ciudadana
c230,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
causa-natura,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
causa-natura,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
causa-natura,participación-ciudadana,Participación ciudadana
causa-natura,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
grupo-limonta,mapeo-ciudadano,Mapeo ciudadano
grupo-limonta,participación-ciudadana,Participación ciudadana
grupo-limonta,otro,Otro
promec-projetos-e-modelagens-em-engenharia-e-computacão-ltda,otro,Otro
promec-projetos-e-modelagens-em-engenharia-e-computacão-ltda,periodismo-de-datos,Periodismo de datos
plataforma-ciudadana-inteligente,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-ciudadana-inteligente,mapeo-ciudadano,Mapeo ciudadano
plataforma-ciudadana-inteligente,participación-ciudadana,Participación ciudadana
datalat,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
datalat,participación-ciudadana,Participación ciudadana
datalat,otro,Otro
ux,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
ux,mapeo-ciudadano,Mapeo ciudadano
ux,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ux,participación-ciudadana,Participación ciudadana
innpactia-s-a-s,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
innpactia-s-a-s,participación-ciudadana,Participación ciudadana
innpactia-s-a-s,otro,Otro
espacio-publico,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
espacio-publico,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
espacio-publico,participación-ciudadana,Participación ciudadana
espacio-publico,otro,Otro
espacio-publico,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
instituto-humanitas360,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-humanitas360,mapeo-ciudadano,Mapeo ciudadano
instituto-humanitas360,participación-ciudadana,Participación ciudadana
participacion-ciudadana-capitulo-dominicano-transparencia-internacional,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
participacion-ciudadana-capitulo-dominicano-transparencia-internacional,participación-ciudadana,Participación ciudadana
codium,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
codium,compras-publicas,Compras públicas
codium,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
codium,participación-ciudadana,Participación ciudadana
fundacion-latitudes,mapeo-ciudadano,Mapeo ciudadano
fundacion-latitudes,participación-ciudadana,Participación ciudadana
fundacion-latitudes,periodismo-de-datos,Periodismo de datos
observatorio-mexicano-de-la-crisis,mapeo-ciudadano,Mapeo ciudadano
observatorio-mexicano-de-la-crisis,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
observatorio-mexicano-de-la-crisis,participación-ciudadana,Participación ciudadana
observatorio-mexicano-de-la-crisis,otro,Otro
observatorio-mexicano-de-la-crisis,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
de-la-azotea,otro,Otro
blackbox-solutions-y-copropiedad,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
inkco-sas,participación-ciudadana,Participación ciudadana
inkco-sas,otro,Otro
world-resources-institute-brasil-wri-brasil,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
world-resources-institute-brasil-wri-brasil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
world-resources-institute-brasil-wri-brasil,participación-ciudadana,Participación ciudadana
youniversys-srl,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
youniversys-srl,mapeo-ciudadano,Mapeo ciudadano
youniversys-srl,participación-ciudadana,Participación ciudadana
la-diaria,mapeo-ciudadano,Mapeo ciudadano
la-diaria,participación-ciudadana,Participación ciudadana
economia-feminista,participación-ciudadana,Participación ciudadana
economia-feminista,periodismo-de-datos,Periodismo de datos
instituto-sincronicidade-para-a-interacão-social-ispis,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-sincronicidade-para-a-interacão-social-ispis,mapeo-ciudadano,Mapeo ciudadano
instituto-sincronicidade-para-a-interacão-social-ispis,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-sincronicidade-para-a-interacão-social-ispis,participación-ciudadana,Participación ciudadana
instituto-sincronicidade-para-a-interacão-social-ispis,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
detona,mapeo-ciudadano,Mapeo ciudadano
detona,participación-ciudadana,Participación ciudadana
fundacion-pacientes-cancer-de-pulmon,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
este-pais-a-c,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
este-pais-a-c,mapeo-ciudadano,Mapeo ciudadano
este-pais-a-c,participación-ciudadana,Participación ciudadana
este-pais-a-c,periodismo-de-datos,Periodismo de datos
demokratio,participación-ciudadana,Participación ciudadana
parapapapp-sas,otro,Otro
fundacion-ejercicio-ciudadano,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-ejercicio-ciudadano,participación-ciudadana,Participación ciudadana
cscr,mapeo-ciudadano,Mapeo ciudadano
cscr,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
cscr,participación-ciudadana,Participación ciudadana
quienmerepresenta,participación-ciudadana,Participación ciudadana
direccion-de-gobierno-abierto-y-datos-abiertos,mapeo-ciudadano,Mapeo ciudadano
direccion-de-gobierno-abierto-y-datos-abiertos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
direccion-de-gobierno-abierto-y-datos-abiertos,participación-ciudadana,Participación ciudadana
instituto-panameno-de-derecho-y-nuevas-tecnologias,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-panameno-de-derecho-y-nuevas-tecnologias,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-panameno-de-derecho-y-nuevas-tecnologias,otro,Otro
instituto-panameno-de-derecho-y-nuevas-tecnologias,periodismo-de-datos,Periodismo de datos
sociedad-de-hecho-la-pesetera,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
sociedad-de-hecho-la-pesetera,participación-ciudadana,Participación ciudadana
sociedad-de-hecho-la-pesetera,periodismo-de-datos,Periodismo de datos
camara-de-comercio-de-bogota-ccb,mapeo-ciudadano,Mapeo ciudadano
camara-de-comercio-de-bogota-ccb,participación-ciudadana,Participación ciudadana
asociacion-pro-arte,otro,Otro
servicios-integrales-para-el-desarrollo,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
servicios-integrales-para-el-desarrollo,mapeo-ciudadano,Mapeo ciudadano
servicios-integrales-para-el-desarrollo,participación-ciudadana,Participación ciudadana
municipalidad-de-renca,otro,Otro
labhacker,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
labhacker,mapeo-ciudadano,Mapeo ciudadano
labhacker,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
labhacker,participación-ciudadana,Participación ciudadana
labhacker,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
labhacker,periodismo-de-datos,Periodismo de datos
servicios-e-informacion-para-el-desarrollo-economico-local-sidel,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
servicios-e-informacion-para-el-desarrollo-economico-local-sidel,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
servicios-e-informacion-para-el-desarrollo-economico-local-sidel,participación-ciudadana,Participación ciudadana
servicios-e-informacion-para-el-desarrollo-economico-local-sidel,otro,Otro
zeus-tecnologia-s-a,mapeo-ciudadano,Mapeo ciudadano
zeus-tecnologia-s-a,participación-ciudadana,Participación ciudadana
direccion-de-transparencia-y-gobierno-abierto-de-la-provincia-de-jujuy,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
direccion-de-transparencia-y-gobierno-abierto-de-la-provincia-de-jujuy,participación-ciudadana,Participación ciudadana
direccion-de-transparencia-y-gobierno-abierto-de-la-provincia-de-jujuy,otro,Otro
fundacion-ambiente-y-recursos-naturales-farn,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
avesso-sustentabilidade,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
avesso-sustentabilidade,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
avesso-sustentabilidade,participación-ciudadana,Participación ciudadana
avesso-sustentabilidade,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
datasketch,mapeo-ciudadano,Mapeo ciudadano
datasketch,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
datasketch,periodismo-de-datos,Periodismo de datos
fundacion-generacion-sin-limite,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-generacion-sin-limite,participación-ciudadana,Participación ciudadana
fundacion-generacion-sin-limite,otro,Otro
smart-data-services,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
smart-data-services,periodismo-de-datos,Periodismo de datos
grupo-de-estudos-sobre-cultura-representacão-e-informacão-digitais-cridi,otro,Otro
moodstudio,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
moodstudio,mapeo-ciudadano,Mapeo ciudadano
moodstudio,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
moodstudio,participación-ciudadana,Participación ciudadana
moodstudio,periodismo-de-datos,Periodismo de datos
exxact-negocios-digitales-spa,mapeo-ciudadano,Mapeo ciudadano
exxact-negocios-digitales-spa,participación-ciudadana,Participación ciudadana
exxact-negocios-digitales-spa,otro,Otro
instituto-soma-brasil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
red-ciudadana-nuestra-cordoba-asociacion-civil-nuestra-cordoba,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
red-ciudadana-nuestra-cordoba-asociacion-civil-nuestra-cordoba,participación-ciudadana,Participación ciudadana
centro-de-pensamiento-estrategico-internacional-cepei,otro,Otro
centro-de-pensamiento-estrategico-internacional-cepei,periodismo-de-datos,Periodismo de datos
ouvidoria-geral-da-união-ministerio-da-transparencia-fiscalizacão-e-controladoria-geral-da-união-cgu,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
ouvidoria-geral-da-união-ministerio-da-transparencia-fiscalizacão-e-controladoria-geral-da-união-cgu,compras-publicas,Compras públicas
ouvidoria-geral-da-união-ministerio-da-transparencia-fiscalizacão-e-controladoria-geral-da-união-cgu,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ouvidoria-geral-da-união-ministerio-da-transparencia-fiscalizacão-e-controladoria-geral-da-união-cgu,participación-ciudadana,Participación ciudadana
accion-colectiva,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
accion-colectiva,participación-ciudadana,Participación ciudadana
invernaideas,mapeo-ciudadano,Mapeo ciudadano
invernaideas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
invernaideas,participación-ciudadana,Participación ciudadana
fundacion-ciudadano-inteligente,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-ciudadano-inteligente,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-ciudadano-inteligente,participación-ciudadana,Participación ciudadana
fundacion-ciudadano-inteligente,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
incotedes,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
centro-de-los-derechos-del-migrante-inc,mapeo-ciudadano,Mapeo ciudadano
centro-de-los-derechos-del-migrante-inc,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-los-derechos-del-migrante-inc,participación-ciudadana,Participación ciudadana
instituto-metropolitano-de-profissionalizacão-arte-cultura-e-oportunidades-impacto,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-metropolitano-de-profissionalizacão-arte-cultura-e-oportunidades-impacto,mapeo-ciudadano,Mapeo ciudadano
instituto-metropolitano-de-profissionalizacão-arte-cultura-e-oportunidades-impacto,participación-ciudadana,Participación ciudadana
simetria-centro-de-innovacion-en-politicas-publicas-a-c,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
simetria-centro-de-innovacion-en-politicas-publicas-a-c,participación-ciudadana,Participación ciudadana
simetria-centro-de-innovacion-en-politicas-publicas-a-c,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
social-apps-lab-university-of-california-berkeley,mapeo-ciudadano,Mapeo ciudadano
social-apps-lab-university-of-california-berkeley,participación-ciudadana,Participación ciudadana
social-apps-lab-university-of-california-berkeley,otro,Otro
ciudadan-s-por-la-transparencia-a-c,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ciudadan-s-por-la-transparencia-a-c,participación-ciudadana,Participación ciudadana
ciudadan-s-por-la-transparencia-a-c,periodismo-de-datos,Periodismo de datos
presabis,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
presabis,mapeo-ciudadano,Mapeo ciudadano
presabis,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
presabis,participación-ciudadana,Participación ciudadana
presabis,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
kronoscode,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
kronoscode,mapeo-ciudadano,Mapeo ciudadano
kronoscode,compras-publicas,Compras públicas
kronoscode,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
kronoscode,participación-ciudadana,Participación ciudadana
kronoscode,periodismo-de-datos,Periodismo de datos
mgov-brasil,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mgov-brasil,mapeo-ciudadano,Mapeo ciudadano
mgov-brasil,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mgov-brasil,participación-ciudadana,Participación ciudadana
fundacion-villafranca-y-zurcher-para-la-educacion-de-la-juventud-a-traves-del-turismo,mapeo-ciudadano,Mapeo ciudadano
fundacion-villafranca-y-zurcher-para-la-educacion-de-la-juventud-a-traves-del-turismo,participación-ciudadana,Participación ciudadana
fundacion-villafranca-y-zurcher-para-la-educacion-de-la-juventud-a-traves-del-turismo,otro,Otro
corporacion-ruta-n,participación-ciudadana,Participación ciudadana
corporacion-ruta-n,otro,Otro
instituto-banco-da-periferia,mapeo-ciudadano,Mapeo ciudadano
instituto-banco-da-periferia,participación-ciudadana,Participación ciudadana
capitulo-chileno-de-transparencia-internacional-chile-transparente,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
capitulo-chileno-de-transparencia-internacional-chile-transparente,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
capitulo-chileno-de-transparencia-internacional-chile-transparente,participación-ciudadana,Participación ciudadana
nova-grupo-de-consultoria-sas,participación-ciudadana,Participación ciudadana
manas-technology-solutions,mapeo-ciudadano,Mapeo ciudadano
manas-technology-solutions,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
instituto-atlantico,otro,Otro
yecas,mapeo-ciudadano,Mapeo ciudadano
yecas,participación-ciudadana,Participación ciudadana
yecas,otro,Otro
yecas,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
secretaria-de-planificacion-desarrollo-y-modernizacion-de-la-municipalidad-de-san-salvador-de-jujuy,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
secretaria-de-planificacion-desarrollo-y-modernizacion-de-la-municipalidad-de-san-salvador-de-jujuy,mapeo-ciudadano,Mapeo ciudadano
secretaria-de-planificacion-desarrollo-y-modernizacion-de-la-municipalidad-de-san-salvador-de-jujuy,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
secretaria-de-planificacion-desarrollo-y-modernizacion-de-la-municipalidad-de-san-salvador-de-jujuy,participación-ciudadana,Participación ciudadana
secretaria-de-planificacion-desarrollo-y-modernizacion-de-la-municipalidad-de-san-salvador-de-jujuy,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
asociacion-nacional-para-el-fomento-de-la-economia-del-bien-comun-en-chile,otro,Otro
maga-systems-consulting,otro,Otro
corporacion-seamos-democracia-digital,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
corporacion-seamos-democracia-digital,participación-ciudadana,Participación ciudadana
emude-tecnologia-em-cidades,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
emude-tecnologia-em-cidades,mapeo-ciudadano,Mapeo ciudadano
emude-tecnologia-em-cidades,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
emude-tecnologia-em-cidades,participación-ciudadana,Participación ciudadana
emude-tecnologia-em-cidades,periodismo-de-datos,Periodismo de datos
nuestra-mendoza-fundacion-nuestra-mendoza,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
nuestra-mendoza-fundacion-nuestra-mendoza,mapeo-ciudadano,Mapeo ciudadano
nuestra-mendoza-fundacion-nuestra-mendoza,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
nuestra-mendoza-fundacion-nuestra-mendoza,participación-ciudadana,Participación ciudadana
mz-tecnologia,mapeo-ciudadano,Mapeo ciudadano
mz-tecnologia,compras-publicas,Compras públicas
mz-tecnologia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mz-tecnologia,participación-ciudadana,Participación ciudadana
universidad-nacional-de-rio-negro,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
universidad-nacional-de-rio-negro,participación-ciudadana,Participación ciudadana
universidad-nacional-de-rio-negro,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
asociacion-civil-por-la-igualdad-y-la-justicia-arg,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-inhoy,participación-ciudadana,Participación ciudadana
civitatis-consultoria-e-assessoria-educacional-ltda,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
civitatis-consultoria-e-assessoria-educacional-ltda,participación-ciudadana,Participación ciudadana
associacão-casa-fluminense,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-desarrollo-sostenible,compras-publicas,Compras públicas
centro-de-desarrollo-sostenible,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-desarrollo-sostenible,otro,Otro
centro-de-desarrollo-sostenible,periodismo-de-datos,Periodismo de datos
fundacion-paraguaya,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-paraguaya,mapeo-ciudadano,Mapeo ciudadano
fundacion-paraguaya,participación-ciudadana,Participación ciudadana
fundacion-paraguaya,periodismo-de-datos,Periodismo de datos
centro-de-assessoria-multiprofissional,mapeo-ciudadano,Mapeo ciudadano
centro-de-assessoria-multiprofissional,participación-ciudadana,Participación ciudadana
centro-de-assessoria-multiprofissional,otro,Otro
instituto-floresta-tropical,periodismo-de-datos,Periodismo de datos
fluxo,otro,Otro
fluxo,periodismo-de-datos,Periodismo de datos
fundacion-nacional-para-el-desarrollo-funde,participación-ciudadana,Participación ciudadana
fundacion-nacional-para-el-desarrollo-funde,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
sebuscan-sas,participación-ciudadana,Participación ciudadana
fundacion-bit,participación-ciudadana,Participación ciudadana
fundacion-bit,otro,Otro
fundacion-bit,periodismo-de-datos,Periodismo de datos
cobracriada,otro,Otro
fundacão-darcy-ribeiro,otro,Otro
rokode-digital,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
rokode-digital,participación-ciudadana,Participación ciudadana
rokode-digital,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
asociacion-horizonte-positivo,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
asociacion-horizonte-positivo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
asociacion-horizonte-positivo,otro,Otro
oneeyeant,participación-ciudadana,Participación ciudadana
oneeyeant,otro,Otro
fundapi,mapeo-ciudadano,Mapeo ciudadano
fundapi,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundapi,participación-ciudadana,Participación ciudadana
fundapi,otro,Otro
fundapi,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
municipalidad-san-jose-del-idolo-suchitepequez-guatemala,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
municipalidad-san-jose-del-idolo-suchitepequez-guatemala,mapeo-ciudadano,Mapeo ciudadano
municipalidad-san-jose-del-idolo-suchitepequez-guatemala,compras-publicas,Compras públicas
municipalidad-san-jose-del-idolo-suchitepequez-guatemala,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
municipalidad-san-jose-del-idolo-suchitepequez-guatemala,participación-ciudadana,Participación ciudadana
